huc12,huc12_name,centroid_xy,comid,nord,to_huc12,outlet_comid,from_huc12s,inlet_comids,outlet_comids,huc10,huc08,in_drb,catchment_hectares,tn_load,tp_load,tss_load,tn_load_ps,tp_load_ps,tn_load_avoid,tp_load_avoid,tss_load_avoid,tn_load_xsnps,tp_load_xsnps,tss_load_xsnps,tn_load_red1,tp_load_red1,tss_load_red1,tn_load_red2,tp_load_red2,tss_load_red2,tn_load_red3,tp_load_red3,tss_load_red3,tn_load_rem1,tp_load_rem1,tss_load_rem1,tn_load_rem2,tp_load_rem2,tss_load_rem2,tn_load_rem3,tp_load_rem3,tss_load_rem3
020402020402,Tacony Creek-Frankford Creek,[-75.13375192  40.05791929],4499294,67640,020402020403,4499294,,,[4499294],0204020204,02040202,True,8345.6173,417950.22561133327,6284.130451740184,7957556.668273359,0.0,0.0,0.0,0.0,0.0,275490.5383003332,3696.9890887401834,247875.4065333587,277.7762992890016,118.39797849839991,73888.65155728701,277.7762992890016,118.39797849839991,73888.65155728701,320.6815776938034,150.22091771400034,75485.72058885335,275212.76200104423,3578.5911102417836,173986.75497607177,275212.76200104423,3578.5911102417836,173986.75497607177,275169.8567226394,3546.768171026183,172389.68594450533
020402020403,Pompeston Creek-Delaware River,[-75.02686821  40.00598795],4495864,67652,020402020405,4495864,['020402020305' '020402020401' '020402020402'],[4488286 4495856 4499294],[4495864],0204020204,02040202,True,6918.4348,232323.7204263666,6653.692562048604,4364618.673125841,42238.44229805292,3429.7464535040604,0.0,0.0,0.0,71987.59609231366,1079.231320544543,-2026631.3951141594,0.0,0.0,0.0,0.0,0.0,0.0,37.99181329900876,26.473622851800148,1339.3602449770228,71987.59609231366,1079.231320544543,-2026631.3951141594,71987.59609231366,1079.231320544543,-2026631.3951141594,71949.60427901465,1052.757697692743,-2027970.7553591365
020402020404,Cooper River,[-75.00529404  39.88683856],4499296,67590,020402020405,4499296,,,[4499296],0204020204,02040202,True,10540.8267,107057.28624354591,4291.165957184501,11679665.504128233,0.0,0.0,0.0,0.0,0.0,-72874.6255254541,1023.5096801845012,1942049.7986682323,0.0,0.0,0.0,0.0,0.0,0.0,15.743370639099236,2.611090273200022,1372.6907690809023,-72874.6255254541,1023.5096801845012,1942049.7986682323,-72874.6255254541,1023.5096801845012,1942049.7986682323,-72890.3688960932,1020.8985899113012,1940677.1078991515
020402020405,Petty Island-Delaware River,[-75.11795289  39.94486555],4495990,67538,020402020507,4495990,['020402020403' '020402020404'],[4495864 4499296],[4495990],0204020204,02040202,True,11760.1885,6589093.516862553,247250.52039624206,21272431.550587084,6123769.54258765,238234.3546936749,0.0,0.0,0.0,264577.55657990195,5370.507267567182,10408369.414287081,0.0,0.0,0.0,0.0,0.0,0.0,94.42902338335314,67.91831434239899,2858.1349185699614,264577.55657990195,5370.507267567182,10408369.414287081,264577.55657990195,5370.507267567182,10408369.414287081,264483.1275565186,5302.588953224783,10405511.279368512
020402020501,North Branch Big Timber Creek,[-75.00988527  39.81574589],4494968,67483,020402020502,4494968,,,[4494968],0204020205,02040202,True,5041.1858,36419.33385440603,1460.8167132849062,3352055.3291527643,0.0,0.0,0.0,0.0,0.0,-49633.707751593975,-101.95088471509393,-1304992.1128872356,0.0,0.0,0.0,0.0,0.0,0.0,7.423911147899993,1.2411992454002378,685.5362232457987,-49633.707751593975,-101.95088471509393,-1304992.1128872356,-49633.707751593975,-101.95088471509393,-1304992.1128872356,-49641.13166274188,-103.19208396049417,-1305677.6491104814
020402020502,South Branch Big Timber Creek,[-75.05025451  39.77540092],4495736,67393,020402020503,4495736,['020402020501'],[4494968],[4495736],0204020205,02040202,True,6685.9719,43470.96030013515,2331.5503164113575,5849657.664356487,0.0,0.0,0.0,0.0,0.0,-70658.58003286485,258.8990274113577,-326843.17686351284,0.0,0.0,0.0,0.0,0.0,0.0,12.437767295500118,2.096674204800097,1124.91799451292,-70658.58003286485,258.8990274113577,-326843.17686351284,-70658.58003286485,258.8990274113577,-326843.17686351284,-70671.01780016035,256.80235320655754,-327968.0948580258
020402020503,Big Timber Creek,[-75.09718923  39.85323637],4499300,67357,020402020507,4499300,['020402020502'],[4495736],[4499300],0204020205,02040202,True,4824.4667,619015.1442957973,49613.2620227628,5580197.235688777,567908.624440731,47430.2555790241,0.0,0.0,0.0,-31247.12671393369,687.4217667386976,1123354.8982287769,0.0,0.0,0.0,0.0,0.0,0.0,12.630512987388009,2.0908126580019157,1122.249571224569,-31247.12671393369,687.4217667386976,1123354.8982287769,-31247.12671393369,687.4217667386976,1123354.8982287769,-31259.75722692108,685.3309540806956,1122232.6486575522
020402020504,Cobbs Creek,[-75.27471018  39.97086133],4495680,76687,020402020505,4495680,,,[4495680],0204020205,02040202,True,5756.3711,73212.89977892925,2191.788235730977,4049226.2084937305,0.0,0.0,0.0,0.0,0.0,-25048.35489807075,407.3131947309767,-1268509.413686269,242.18314803699923,43.772467266799936,29081.111054078327,447.4420571829987,65.47776717599993,46642.633019638364,465.7349186379006,78.08456434359992,47402.361545408,-25290.538046107744,363.54072746417677,-1297590.5247403472,-25495.796955253747,341.8354275549768,-1315152.0467059072,-25514.089816708645,329.2286303873768,-1315911.7752316769
020402020505,Darby Creek,[-75.34387201  39.96752607],4496236,76620,020402020507,4496236,['020402020504'],[4495680],[4496236],0204020205,02040202,True,13976.7353,119771.16469459583,8676.691378847658,19797601.68884399,2101.622004963493,2547.865748042303,0.0,0.0,0.0,-120913.32888136766,1796.037687805354,6885893.618703992,0.0,0.0,0.0,0.0,0.0,0.0,77.06967627100178,73.08830030299987,1911.3468686006454,-120913.32888136766,1796.037687805354,6885893.618703992,-120913.32888136766,1796.037687805354,6885893.618703992,-120990.39855763866,1722.949387502354,6883982.271835391
020402020506,Manuta Creek,[-75.15086092  39.76556063],4499318,65331,020402020507,4499318,,,[4499318],0204020205,02040202,True,12990.6091,696592.5822921977,69680.64028818124,19119350.996763755,557052.7400392182,62078.88046568207,0.0,0.0,0.0,-82209.85508402054,3574.6710014991622,7118626.310183756,0.0,0.0,0.0,0.0,0.0,0.0,27.82180634251938,5.388387912803976,2382.9302261098373,-82209.85508402054,3574.6710014991622,7118626.310183756,-82209.85508402054,3574.6710014991622,7118626.310183756,-82237.67689036307,3569.282613586358,7116243.379957646
020402020507,Woodbury Creek-Delaware River,[-75.20626279  39.84923934],4496226,65319,020402020607,4496226,"['020402020405' '020402020503' '020402020505' '020402020506'
 '020402031008']",[4495990 4499300 4496236 4499318 4784841],[4496226 4499320],0204020205,02040202,True,10210.5111,5803435.568091329,95285.72469193646,32695399.323534265,5698125.470085022,87038.57770345555,0.0,0.0,0.0,-68983.32647069352,5081.888547480898,23262929.169354264,0.0,0.0,0.0,0.0,0.0,0.0,27.381976900183062,6.011530195396695,1890.2562330139062,-68983.32647069352,5081.888547480898,23262929.169354264,-68983.32647069352,5081.888547480898,23262929.169354264,-69010.7084475937,5075.8770172855,23261038.913121253
020402020601,Crum Creek,[-75.41277249  39.96454448],4496238,76704,020402020607,4496238,,,[4496238],0204020206,02040202,True,9949.3158,76768.20814227306,4666.448255155911,9910537.316989372,4606.443302506916,394.7851544902834,0.0,0.0,0.0,-97673.05586623386,1187.3752026656277,719359.3809493714,0.0,0.0,0.0,0.0,0.0,0.0,190.27257562559817,201.2732616281996,3925.464207434242,-97673.05586623386,1187.3752026656277,719359.3809493714,-97673.05586623386,1187.3752026656277,719359.3809493714,-97863.32844185946,986.1019410374281,715433.9167419373
020402020602,Ridley Creek,[-75.4657518   39.95487485],4495710,65244,020402020607,4495710,,,[4495710],0204020206,02040202,True,9783.6571,152122.44566495682,13375.976578186483,9018769.991215613,62742.72978134423,8504.8334184026,0.0,0.0,0.0,-77627.31081338742,1838.2094587838826,-19372.437764387632,0.0,0.0,0.0,0.0,0.0,0.0,65.90646185060203,60.10400573519931,4547.990210729184,-77627.31081338742,1838.2094587838826,-19372.437764387632,-77627.31081338742,1838.2094587838826,-19372.437764387632,-77693.21727523803,1778.1054530486833,-23920.427975116843
020402020603,East Branch Chester Creek,[-75.56010864  39.97309923],4494592,65186,020402020605,4494592,,,[4494592],0204020206,02040202,True,3011.5893,38045.6463182653,5453.193025714768,1513571.4670122955,6347.938071792561,3687.6146850414375,0.0,0.0,0.0,-19710.12110452726,831.98565767333,-1268534.7283277041,0.0,0.0,0.0,0.0,0.0,0.0,29.862329858201257,30.875297596800173,527.8300681306207,-19710.12110452726,831.98565767333,-1268534.7283277041,-19710.12110452726,831.98565767333,-1268534.7283277041,-19739.983434385464,801.1103600765298,-1269062.5583958349
020402020604,West Branch Chester Creek,[-75.50919405  39.8784261 ],4494812,65218,020402020605,4494812,,,[4494812],0204020206,02040202,True,4943.305,22286.103001467243,3971.2264107544247,4006976.531460729,3229.7944783441444,2173.7598673699517,0.0,0.0,0.0,-65325.9078268769,265.041993384473,-559648.6275392708,0.0,0.0,0.0,0.0,0.0,0.0,75.81349376890033,78.38919767939998,2615.0962793323206,-65325.9078268769,265.041993384473,-559648.6275392708,-65325.9078268769,265.041993384473,-559648.6275392708,-65401.7213206458,186.652795705073,-562263.7238186032
020402020605,Chester Creek,[-75.48024318  39.90973464],4495846,65151,020402020607,4495846,['020402020603' '020402020604'],[4494592 4494812],[4495846],0204020206,02040202,True,9222.6873,123835.29648195108,21037.459840560372,11295766.972911695,50072.77849447076,16333.829857706525,0.0,0.0,0.0,-83668.75422351969,1844.596919853845,2775848.4451716943,0.0,0.0,0.0,0.0,0.0,0.0,104.72130491260329,109.02523661199861,2899.218545609274,-83668.75422351969,1844.596919853845,2775848.4451716943,-83668.75422351969,1844.596919853845,2775848.4451716943,-83773.47552843229,1735.5716832418466,2772949.226626085
020402020606,Raccoon Creek,[-75.25050507  39.72689394],4496356,76767,020402020607,4496356,,,[4496356 9482516],0204020206,02040202,True,11842.6735,212579.99058858267,9689.074034262512,9942332.946672987,20395.5645138137,1703.1071020127176,0.0,0.0,0.0,-9970.010570231041,4314.7381472497955,-997928.8326270133,0.0,0.0,0.0,0.0,0.0,0.0,16.936869915391316,5.039527019800056,1272.6919962533602,-9970.010570231041,4314.7381472497955,-997928.8326270133,-9970.010570231041,4314.7381472497955,-997928.8326270133,-9986.947440146432,4309.698620229995,-999201.5246232667
020402020607,Repaupo Creek-Delaware River,[-75.32663886  39.80777162],24903424,65082,020402020608,24903424,"['020402020507' '020402020601' '020402020602' '020402020605'
 '020402020606']",[4496226 4496238 4495710 4495846 4496356],[24903424],0204020206,02040202,True,13321.846,968771.1082277008,319551.8244178728,27672954.877258442,737305.7316651167,307938.950674167,0.0,0.0,0.0,4061.4653425841316,7483.101483705759,15366233.542458443,0.0,0.0,0.0,0.0,0.0,0.0,38.769111657173546,26.385119296001772,1482.0698728867355,4061.4653425841316,7483.101483705759,15366233.542458443,4061.4653425841316,7483.101483705759,15366233.542458443,4022.6962309269566,7456.716364409758,15364751.472585557
020402020608,Oldmans Creek-Delaware River,[-75.36586843  39.74328309],24903452,65081,020402040000,24903452,['020402020607'],[24903424],[24903452 24903436],0204020206,02040202,True,15870.9017,291737.81493158237,15818.770624705116,21551071.27958596,37572.505016689276,3058.0770975255227,0.0,0.0,0.0,-16750.982104106934,7840.714000179593,6889532.289125961,19.27074075029941,8.464338061799992,5011.038532685023,19.27074075029941,8.464338061799992,5011.038532685023,47.578568950286545,20.422492755600075,7143.4766329091635,-16770.252844857234,7832.249662117793,6884521.250593277,-16770.252844857234,7832.249662117793,6884521.250593277,-16798.560673057218,7820.291507423994,6882388.812493052
020402030101,Headwaters Little Schuylkill River,[-76.02998262  40.82950309],4778811,67073,020402030102,4778811,,,[4778811],0204020301,02040203,True,11492.1522,103383.84051911742,6741.224351216836,3663344.502117858,11758.223317795308,1363.0436675842363,0.0,0.0,0.0,-104545.42085267788,1815.6135016325995,-6953105.700242141,0.0,0.0,0.0,0.0,0.0,0.0,43.17143137810122,41.00214210839969,8330.03356301565,-104545.42085267788,1815.6135016325995,-6953105.700242141,-104545.42085267788,1815.6135016325995,-6953105.700242141,-104588.59228405598,1774.6113595241998,-6961435.733805157
020402030102,Upper Little Schuylkill River,[-75.97060663  40.75683873],4778881,67028,020402030103,4778881,['020402030101'],[4778811],[4778881],0204020301,02040203,True,15089.9932,217877.9905746006,20588.654107681206,5264486.65038071,70482.37619370167,12120.637501809266,0.0,0.0,0.0,-110190.56954310107,3790.1187138719406,-8675649.06777929,0.0,0.0,0.0,0.0,0.0,0.0,41.55215706109657,37.122177020799505,10889.532781916238,-110190.56954310107,3790.1187138719406,-8675649.06777929,-110190.56954310107,3790.1187138719406,-8675649.06777929,-110232.12170016216,3752.9965368511407,-8686538.600561205
020402030103,Lower Little Schuylkill River,[-75.98667971  40.64473973],4779719,67010,020402030207,4779719,['020402030102'],[4778881],[4779719],0204020301,02040203,True,8870.9431,108854.34974647689,6913.563835863833,2858875.242742591,0.0,0.0,0.0,0.0,0.0,-42572.648970523114,4163.571474863834,-5336101.993037408,0.0,0.0,0.0,0.0,0.0,0.0,49.76410157769771,44.10650284159894,12723.828234202725,-42572.648970523114,4163.571474863834,-5336101.993037408,-42572.648970523114,4163.571474863834,-5336101.993037408,-42622.41307210081,4119.464972022235,-5348825.821271611
020402030201,Eisenhuth Reservoir-Mill Creek,[-76.18256049  40.7557588 ],932040163,67307,020402030204,932040163,,,[932040163],0204020302,02040203,True,6593.7019,44992.02282835636,3994.496225111772,934552.1498935125,25289.653860313927,2165.315126312961,0.0,0.0,0.0,-92852.12246495756,-214.86649020118924,-5156709.665326487,0.0,0.0,0.0,0.0,0.0,0.0,18.457740291198263,20.123375648000007,146.9073814422336,-92852.12246495756,-214.86649020118924,-5156709.665326487,-92852.12246495756,-214.86649020118924,-5156709.665326487,-92870.58020524876,-234.98986584918921,-5156856.57270793
020402030202,West Branch Schuylkill River,[-76.31060001  40.68025234],4779853,67256,020402030203,4779853,,,[4779853],0204020302,02040203,True,4835.0922,13845.369091903638,1968.3133706495125,412802.98322518636,2369.63936225834,846.932012331788,0.0,0.0,0.0,-71059.29412435471,-377.4972236822756,-4053855.1911348137,0.0,0.0,0.0,0.0,0.0,0.0,1.0173458603000398,0.7497637922000333,203.97360389540472,-71059.29412435471,-377.4972236822756,-4053855.1911348137,-71059.29412435471,-377.4972236822756,-4053855.1911348137,-71060.311470215,-378.2469874744756,-4054059.164738709
020402030203,East Branch Schuylkill River,[-76.25321994  40.69488966],4779589,67228,020402030204,4779589,['020402030202'],[4779853],[4779589],0204020302,02040203,True,9176.1816,80997.94476994962,7640.087429030782,1887145.7532600164,19849.93903417411,4533.70837744946,0.0,0.0,0.0,-95489.41417622448,261.7627555813215,-6589810.808819983,0.0,0.0,0.0,0.0,0.0,0.0,56.689569978499364,60.8727203981999,1921.0500077235206,-95489.41417622448,261.7627555813215,-6589810.808819983,-95489.41417622448,261.7627555813215,-6589810.808819983,-95546.10374620298,200.89003518312148,-6591731.858827706
020402030204,Headwaters Schuylkill River,[-76.12631694  40.72187721],4779571,67271,020402030207,4779571,['020402030201' '020402030203'],[932040163   4779589],[4779571],0204020302,02040203,True,11444.1875,93009.03859009712,5174.1814370838065,2472016.608363915,15774.025118257376,1349.0985914896496,0.0,0.0,0.0,-118117.26715316027,277.3847205941569,-8100123.804136084,0.0,0.0,0.0,0.0,0.0,0.0,2.6564668567058622,2.358103603999913,194.5395372943667,-118117.26715316027,277.3847205941569,-8100123.804136084,-118117.26715316027,277.3847205941569,-8100123.804136084,-118119.92362001697,275.0266169901569,-8100318.343673379
020402030205,Deer Lake-Pine Creek,[-76.06583853  40.65605563],4779665,67335,020402030207,4779665,,,[4779665],0204020302,02040203,True,4451.6972,71747.39878786496,4768.468152041819,2284087.041117585,7907.8555553741335,663.5430059913724,0.0,0.0,0.0,-12150.927971509163,2724.8990140504466,-1828390.832242415,0.0,0.0,0.0,0.0,0.0,0.0,141.8118111021073,129.40041937999806,30954.0772481282,-12150.927971509163,2724.8990140504466,-1828390.832242415,-12150.927971509163,2724.8990140504466,-1828390.832242415,-12292.739782611272,2595.4985946704487,-1859344.909490543
020402030206,Bear Creek - 20402030206,[-76.15773446  40.56582361],4779703,67169,020402030207,4779703,,,[4779703],0204020302,02040203,True,4378.0126,20897.59148809127,1932.2060710247617,819816.1746487356,0.0,0.0,0.0,0.0,0.0,-53835.08359390873,575.0221650247618,-3224591.8652312644,0.0,0.0,0.0,0.0,0.0,0.0,15.686296888900497,10.080881572199907,4737.555767773342,-53835.08359390873,575.0221650247618,-3224591.8652312644,-53835.08359390873,575.0221650247618,-3224591.8652312644,-53850.76989079763,564.9412834525618,-3229329.4209990376
020402030207,Mahannon Creek-Schuylkill River,[-76.129338    40.61637143],4779859,67162,020402030603,4779859,['020402030103' '020402030204' '020402030205' '020402030206'],[4779719 4779571 4779665 4779703],[4779859],0204020302,02040203,True,12244.9268,108196.45368604538,10065.574575541388,5813629.407870992,11885.1398146823,2753.129127498186,0.0,0.0,0.0,-112709.58660463693,3516.518140043202,-5498233.969969008,0.0,0.0,0.0,0.0,0.0,0.0,140.4207213914027,116.92091249279973,31267.380354959034,-112709.58660463693,3516.518140043202,-5498233.969969008,-112709.58660463693,3516.518140043202,-5498233.969969008,-112850.00732602834,3399.597227550402,-5529501.350323967
020402030301,Ontelaunee Creek,[-75.79433855  40.68241868],4778921,66819,020402030305,4778921,,,[4778921],0204020303,02040203,True,7324.1926,112077.88975071312,8198.97820898209,4206119.839953565,2584.1210844202,43.4125149194696,0.0,0.0,0.0,-15530.199015707085,5885.065988062619,-2559969.2839264353,0.0,0.0,0.0,0.0,0.0,0.0,152.12697170010114,125.45982903100008,37458.103576134665,-15530.199015707085,5885.065988062619,-2559969.2839264353,-15530.199015707085,5885.065988062619,-2559969.2839264353,-15682.325987407186,5759.6061590316185,-2597427.3875025697
020402030302,Pine Creek,[-75.93023808  40.63137076],4778953,66838,020402030305,4778953,,,[4778953],0204020303,02040203,True,4622.1056,89094.67061691174,4038.7033069590657,634006.9352746218,9.67833499528656,0.826894142106997,0.0,0.0,0.0,10185.649689916456,2605.023676816959,-3635894.218005378,0.0,0.0,0.0,0.0,0.0,0.0,15.859604334806136,17.869231606599868,1493.3532038335215,10185.649689916456,2605.023676816959,-3635894.218005378,10185.649689916456,2605.023676816959,-3635894.218005378,10169.790085581648,2587.154445210359,-3637387.5712092114
020402030303,Eagle Point-Mill Creek,[-75.75875286  40.56998496],4779033,66855,020402030304,4779033,,,[4779033],0204020303,02040203,True,5948.9838,144079.68487150784,10789.02501270606,4703112.367558904,14.519612688698968,52.1115977181216,0.0,0.0,0.0,42516.01179281914,8892.72843698794,-792558.8668810958,50.03574915919944,31.78589289540003,10569.53003028201,50.03574915919944,31.78589289540003,10569.53003028201,133.94123106569995,127.63183418720024,29181.681525877553,42465.976043659946,8860.942544092539,-803128.3969113779,42465.976043659946,8860.942544092539,-803128.3969113779,42382.07056175345,8765.096602800739,-821740.5484069735
020402030304,Sacony Creek,[-75.75967781  40.50736043],4779047,66850,020402030305,4779047,['020402030303'],[4779033],[4779047],0204020303,02040203,True,8350.941499999999,199326.31353815555,22141.652045278097,8490797.073420497,2688.27451486632,2589.260601892121,0.0,0.0,0.0,54087.46761828923,16963.599578385976,776197.3157204963,4876.915432395391,2296.459919730839,194876.04090797628,4876.915432395391,2296.459919730839,194876.04090797628,5031.610332928497,2486.797117160839,207863.74564565928,49210.55218589383,14667.139658655138,581321.27481252,49210.55218589383,14667.139658655138,581321.27481252,49055.857285360726,14476.802461225137,568333.5700748372
020402030305,Upper Maiden Creek,[-75.85332443  40.60343144],4779045,66791,020402030307,4779045,['020402030301' '020402030302' '020402030304'],[4778921 4778953 4779047],[4779045],0204020303,02040203,True,14250.028900000001,286902.0278558673,18330.38641713277,7044282.03339501,2112.048315299118,38.92404949047002,0.0,0.0,0.0,41541.98621756816,13873.9534086423,-6119894.664424989,1853.1294607575974,551.4501175138,58001.31403499012,1853.1294607575974,551.4501175138,58001.31403499012,1988.894766055299,701.2641769267987,84990.53094458034,39688.856756810565,13322.503291128498,-6177895.978459979,39688.856756810565,13322.503291128498,-6177895.978459979,39553.09145151286,13172.6892317155,-6204885.1953695705
020402030306,Willow Creek,[-75.84836398  40.44622277],4780613,66889,020402030307,4780613,,,[4780613],0204020303,02040203,True,5616.272,119678.80354243194,14319.572942281227,4884171.778577624,8745.1877062533,430.6164608814462,0.0,0.0,0.0,15063.852796178631,12147.912161399781,-304140.2950223754,687.6233553694011,226.29581850899956,28927.943648851724,687.6233553694011,226.29581850899956,28927.943648851724,798.3009893860005,360.3425871733994,32642.53713782655,14376.229440809231,11921.61634289078,-333068.2386712272,14376.229440809231,11921.61634289078,-333068.2386712272,14265.551806792628,11787.569574226382,-336782.8321602021
020402030307,Lower Maiden Creek,[-75.87081197  40.48676205],4782267,66753,020402030603,4782267,['020402030305' '020402030306'],[4779045 4780613],[4782267],0204020303,02040203,True,9820.0224,243688.0658911174,28190.53857914286,9387243.348296069,18236.9401473912,1545.42646267555,0.0,0.0,0.0,57823.343375726225,23600.905172467308,315506.65517607005,2173.427769048688,907.7645405263994,186942.27816831018,2173.427769048688,907.7645405263994,186942.27816831018,2326.6846062691934,1117.2439017316,202906.27620160326,55649.91560667754,22693.14063194091,128564.37700776,55649.91560667754,22693.14063194091,128564.37700776,55496.65876945703,22483.661270735705,112600.37897446674
020402030401,Mill Creek,[-76.23262919  40.33445532],4783185,66658,020402030402,4783185,,,[4783185],0204020304,02040203,True,4183.6817,176258.30758677318,10074.258169917119,5037238.099975055,0.0,0.0,0.0,0.0,0.0,104842.86096777317,8777.31684291712,1172352.945515055,229.5252641659995,88.29895932900027,69595.4757744798,229.5252641659995,88.29895932900027,69595.4757744798,304.2919303345069,142.24574013220004,83772.15685874246,104613.33570360718,8689.01788358812,1102757.4697405752,104613.33570360718,8689.01788358812,1102757.4697405752,104538.56903743868,8635.07110278492,1088580.7886563123
020402030402,Headwaters Tulpehocken Creek,[-76.30958983  40.35956211],4783175,66676,020402030403,4783175,['020402030401'],[4783185],[4783175],0204020304,02040203,True,10128.5314,1365479.2910861,102213.01894890044,13251963.260904204,899633.3409819611,77017.87014651748,0.0,0.0,0.0,292951.9191061389,22055.304068382953,3895225.9535842054,765.9506000000002,190.09629999999999,33838.27600000001,765.9506000000002,190.09629999999999,33838.27600000001,1026.0356775371056,400.91572447069404,71446.72026965607,292185.96850613895,21865.207768382956,3861387.6775842053,292185.96850613895,21865.207768382956,3861387.6775842053,291925.88342860184,21654.388343912262,3823779.233314549
020402030403,Upper Tulpehocken Creek,[-76.18929815  40.4025656 ],4783069,66616,020402030407,4783069,['020402030402'],[4783175],[4783069],0204020304,02040203,True,8910.1454,249057.52774646258,14731.763055287856,8504515.50062626,12251.8464762386,1048.5050017852,0.0,0.0,0.0,84709.49929222398,10921.112979502655,273323.18010626145,761.3115336944979,231.0671228557999,27901.842836623953,761.3115336944979,231.0671228557999,27901.842836623953,922.8411823600061,357.0363832559996,78342.80409117218,83948.18775852947,10690.045856646857,245421.33726963753,83948.18775852947,10690.045856646857,245421.33726963753,83786.65810986397,10564.076596246656,194980.37601508934
020402030404,Little Northkill Creek,[-76.17046601  40.47721747],4783007,66585,020402030405,4783007,,,[4783007],0204020304,02040203,True,5708.5755,127732.99789537057,7151.714381934872,3291631.477649395,2.619795747403789,10.282768162045771,0.0,0.0,0.0,30284.994314623164,5371.773208772826,-1981950.5692506046,341.6435852250995,151.60406339020005,16056.289666660028,341.6435852250995,151.60406339020005,16056.289666660028,444.46983455470115,247.46980126060117,29667.796572693926,29943.350729398066,5220.169145382627,-1998006.8589172647,29943.350729398066,5220.169145382627,-1998006.8589172647,29840.524480068463,5124.303407512225,-2011618.3658232985
020402030405,Northkill Creek,[-76.12302531  40.4973146 ],4783021,66557,020402030407,4783021,['020402030404'],[4783007],[4783021],0204020304,02040203,True,5168.7762,101454.59883497353,6518.987525744053,2462817.0473975805,85.26386272902307,151.79189426875442,0.0,0.0,0.0,13138.325238244504,4764.875009475299,-2312098.4061624194,2761.733445726702,802.7497920383998,394847.43888503674,2761.733445726702,802.7497920383998,394847.43888503674,2832.484634662903,871.999932137,402000.6363958236,10376.591792517804,3962.1252174368988,-2706945.845047456,10376.591792517804,3962.1252174368988,-2706945.845047456,10305.840603581604,3892.8750773382985,-2714099.042558243
020402030406,Spring Creek,[-76.11959012  40.34938499],4783453,66709,020402030407,4783453,,,[4783453],0204020304,02040203,True,8051.97,170823.58274463227,10589.404412588283,4337985.706160345,15823.09928815525,1504.84834259602,0.0,0.0,0.0,17553.355556477007,6588.445369992263,-3100424.1798396544,871.2722493120013,258.5793600736001,37512.57491437503,871.2722493120013,258.5793600736001,37512.57491437503,922.5941819161977,304.682369916999,46427.00855608496,16682.08330716501,6329.866009918664,-3137936.754754029,16682.08330716501,6329.866009918664,-3137936.754754029,16630.76137456081,6283.763000075264,-3146851.188395739
020402030407,Middle Tulpehocken Creek,[-76.074576    40.40826535],4783457,66539,020402030409,4783457,['020402030403' '020402030405' '020402030406'],[4783069 4783021 4783453],[4783457],0204020304,02040203,True,4189.4352,69625.7997598037,4745.210430933353,1662889.383272024,0.0,0.0,0.0,0.0,0.0,-1887.859104196294,3446.485518933353,-2207310.8544879756,228.15214755741113,69.33017604919999,45456.259023944,228.15214755741113,69.33017604919999,45456.259023944,268.1716209846111,109.6561441353999,53781.518107847405,-2116.011251753705,3377.1553428841526,-2252767.1135119195,-2116.011251753705,3377.1553428841526,-2252767.1135119195,-2156.0307251809045,3336.829374797953,-2261092.372595823
020402030408,Cacoosing Creek,[-76.04091793  40.32451   ],4780829,66501,020402030409,4780829,,,[4780829],0204020304,02040203,True,5636.7848,103426.86999466007,8724.84139863953,4177538.1645213906,265.2768350194906,1653.749489601861,0.0,0.0,0.0,6941.676623640572,5323.68862103767,-1029723.6337186091,5095.668468284799,1533.1120352904002,1308100.8995299886,5095.668468284799,1533.1120352904002,1308100.8995299886,5258.460524678386,1713.0075628922,1315588.809885049,1846.008155355773,3790.5765857472697,-2337824.5332485978,1846.008155355773,3790.5765857472697,-2337824.5332485978,1683.2160989621862,3610.6810581454697,-2345312.443603658
020402030409,Lower Tulpehocken Creek,[-76.009455    40.39611679],4782309,66496,020402030604,4782309,['020402030407' '020402030408'],[4783457 4780829],[4782309],0204020304,02040203,True,4981.2941,100215.8611624984,7282.5691303862795,3674460.6133600487,600.710850726358,37.9233739049998,0.0,0.0,0.0,14584.460024772052,5700.444585481279,-927258.8762199513,0.0,0.0,0.0,0.0,0.0,0.0,87.87592173180303,102.32606720560125,10343.892663436349,14584.460024772052,5700.444585481279,-927258.8762199513,14584.460024772052,5700.444585481279,-927258.8762199513,14496.584103040248,5598.118518275678,-937602.7688833877
020402030501,Upper Manatawny Creek,[-75.73472894  40.4302255 ],4780745,66257,020402030503,4780745,,,[4780745],0204020305,02040203,True,6102.2007,75018.55752771469,7897.7481388729475,2768466.4781033187,0.0,0.0,0.0,0.0,0.0,-29146.008421285318,6006.065921872948,-2868746.528556681,294.8573412025007,77.39418885999999,683.7631371899915,294.8573412025007,77.39418885999999,683.7631371899915,359.3885702985003,157.06685549199975,5514.541035106348,-29440.86576248782,5928.671733012948,-2869430.291693871,-29440.86576248782,5928.671733012948,-2869430.291693871,-29505.396991583817,5848.9990663809485,-2874261.069591787
