huc10,huc10_name,huc08,catchment_hectares,maflowv_net,tn_load_net,tp_load_net,tss_load_net,tn_load_ps_net,tp_load_ps_net,tn_load_xsnps_net,tp_load_xsnps_net,tss_load_xsnps_net,tn_load_red1_net,tp_load_red1_net,tss_load_red1_net,tn_load_red2_net,tp_load_red2_net,tss_load_red2_net,tn_load_red3_net,tp_load_red3_net,tss_load_red3_net,tn_load_rem1_net,tp_load_rem1_net,tss_load_rem1_net,tn_load_rem2_net,tp_load_rem2_net,tss_load_rem2_net,tn_load_rem3_net,tp_load_rem3_net,tss_load_rem3_net
0204020601,Salem River-Delaware River,02040206,3291.3232,55358.702000000005,267133.035886405,7502.5428690172,7657136.039639457,8959.321628201435,15.958255098753478,0.0,2172.0386753282273,0.0,359.7399097798989,60.24407491257625,69436.05798311788,619.344143591261,102.04012601140403,112461.31927416916,682.6630651367559,119.73698391325632,115615.21800086997,0.0,2151.377052411904,0.0,0.0,2151.377052411904,0.0,0.0,2144.128962521352,0.0
0204020602,Alloway Creek,02040206,2440.6508999999996,84.911,108598.5485812138,1914.8606386509402,2684338.18090816,102.67726291734216,0.3113140249941453,0.0,0.0,0.0,4.725511015072698,0.9569054381136084,1404.803723081015,4.725511015072698,0.9569054381136084,1404.803723081015,55.76350722908319,11.03600484039979,2651.424445225741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204020603,Cohansey River,02040206,91.8179,128.77700000000002,467764.48386514647,6177.225300241372,5666007.245378458,156996.7700742666,3061.3960986051243,0.0,0.0,0.0,280.5747616784938,41.83933655348187,52005.830838741735,280.5747616784938,41.83933655348187,52005.830838741735,282.4083475047519,42.07420280271572,52096.584386904724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204020604,Upper Maurice River,02040206,1866.5499,249.37,700185.8558898852,25548.839998715415,11003541.001996482,285928.55075234023,20241.521478127193,0.0,0.0,0.0,17.387066517723724,3.008588263294456,3833.0939142368734,17.387066517723724,3.008588263294456,3833.0939142368734,42.144107556086965,7.871390925212253,4883.629371445626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204020605,Lower Maurice River,02040206,2814.1196,281.85,292596.5898135737,2824.2758379680513,3811267.2069205646,28056.26240172678,236.02716093015448,0.0,0.0,0.0,855.4547247517185,5.529986697955678,21109.377033554483,855.4547247517185,5.529986697955678,21109.377033554483,863.800200687394,5.875821024709239,21730.64502891153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204020606,Stow Creek-Delaware Bay,02040206,8665.9629,19297.398,446532.651407769,1297.4961802103012,2329058.4956339877,130071.8368089379,30.641176358181283,0.0,0.0,0.0,223.09872320853174,0.10127981956065923,3121.4386589750648,223.09872320853174,0.10127981956065923,3121.4386589750648,226.4824919963139,0.12923875765045523,3143.9578390195966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204020607,Dennis Creek-Delaware Bay,02040206,3381.9278999999997,124.41900000000001,11877.29521630881,497.9206599696338,1579173.4617203996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02481081428413745,0.0027871990212986475,1.8632199395797215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204020701,Smyrna River-Delaware Bay,02040207,3047.0925,93.753,181596.49013523027,6621.2009472054615,6661144.964075888,2525.311221999046,152.73205565484074,0.0,2990.171427378512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.171427378512,0.0,0.0,2990.171427378512,0.0,0.0,2990.171427378512,0.0
0204020702,Leipsic River-Delaware Bay,02040207,5329.8987,121.244,14565.16908892513,1460.7663981841547,704553.403654405,0.0,0.0,0.0,870.6083184113292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.6083184113292,0.0,0.0,870.6083184113292,0.0,0.0,870.6083184113292,0.0
0204020703,Saint Jones River,02040207,752.1127,107.637,248126.46646344167,9429.059369966362,9581378.34385904,0.0,0.0,0.0,3151.170360837582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.170360837582,0.0,0.0,3151.170360837582,0.0,0.0,3151.170360837582,0.0
0204020704,Murderkill River-Delaware Bay,02040207,931.2412,140.53300000000002,513356.04334405257,12022.998495634221,6810979.36495039,74494.84348533826,542.5516316195321,0.0,4989.517341579615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4989.517341579615,0.0,0.0,4989.517341579615,0.0,0.0,4989.517341579615,0.0
0204020705,Mispillion River-Delaware Bay,02040207,1399.1413000000002,127.793,872058.5743987578,12976.015341355847,3662192.1194477803,7733.931542064053,494.75104215821074,324540.79864178423,6290.415790182029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324540.79864178423,6290.415790182029,0.0,324540.79864178423,6290.415790182029,0.0,324540.79864178423,6290.415790182029,0.0
0204020706,Broadkill River-Delaware Bay,02040207,401.5329,122.532,797807.5862124172,11180.570445965142,2164029.5986758345,5496.707616859009,680.4685886849618,281089.1243618764,6991.478910668879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281089.1243618764,6991.478910668879,0.0,281089.1243618764,6991.478910668879,0.0,281089.1243618764,6991.478910668879,0.0
0204030103,Toms River,02040301,1529.9344,320.689,270002.41762478923,4906.791479309423,18454252.128833584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.53458493715152,3.166500577965053,2708.919430524111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204030104,Barnegat Bay,02040301,1281.5414,143.601,101480.32714182968,3067.140723263242,12252764.875817567,0.0,0.0,0.0,0.0,2033426.9986482577,0.0,0.0,0.0,0.0,0.0,0.0,5.997556553160166,0.6547008754063754,436.4671084217698,0.0,0.0,2033426.9986482577,0.0,0.0,2033426.9986482577,0.0,0.0,2033343.3926788885
0204030105,Wading River,02040301,402.1773,275.75900000000007,67041.54392911318,755.9887340197178,1163971.8500257963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11140998465998564,0.0026144222492803237,3.171588414348662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204030106,Mullica River,02040301,2825.7228,569.008,384568.84171676694,3830.4789579355365,9418254.115339246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.808154802012723,0.44155683591770867,355.7049532169476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204030107,Manahawkin Bay-Little Egg Harbor,02040301,627.4818,101.797,67815.93261881503,5545.410996600441,18754885.637881685,0.0,0.0,0.0,1026.4867446189403,6915250.215059841,0.0,0.0,0.0,0.0,0.0,0.0,21.60222185353541,2.0706579900737943,1378.1750164572477,0.0,1026.4867446189403,6915250.215059841,0.0,1026.4867446189403,6915250.215059841,0.0,1026.3890288077905,6913882.816068922
0204030201,Upper Great Egg Harbor River,02040302,2379.9517,360.362,297756.4483757917,3865.6351669703304,7550554.598529619,0.0,0.0,0.0,0.0,0.0,0.18868630879296688,0.036257209692848846,13.35394573258236,0.18868630879296688,0.036257209692848846,13.35394573258236,22.654543951874075,1.6501397987753421,1280.9067218268756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204030202,Lower Great Egg Harbor River,02040302,4779.2942,222.494,105457.5465444269,1884.2505694053093,5315506.842080528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9131959311052924,0.3494356946721382,217.42053511645645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204030203,Tuckahoe River,02040302,2901.8415999999997,130.765,52573.54484711595,1302.2012192471468,2296420.9696547035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608291587268468,0.06525247803131151,44.648778980597854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0204030204,Great Egg Harbor Bay-Barrier Islands,02040302,4189.3892,106.678,79209.52759255275,5641.762994349423,21560671.44897814,0.0,0.0,0.0,946.495887550552,6594667.886021324,0.0,0.0,0.0,0.0,0.0,0.0,36.62247699650152,4.261514364271784,2770.8830244139244,0.0,946.495887550552,6594667.886021324,0.0,946.495887550552,6594667.886021324,0.0,946.3177709111259,6594571.373647279
