"comid","in_drb","huc08"
2588391,t,"02040105"
2588393,t,"02040105"
2588395,t,"02040105"
2588397,t,"02040105"
2588399,t,"02040105"
2588401,t,"02040105"
2588403,t,"02040105"
2588405,t,"02040105"
2588407,t,"02040105"
2588409,t,"02040105"
2588411,t,"02040105"
2588413,t,"02040105"
2588415,t,"02040105"
2588417,t,"02040105"
2588419,t,"02040105"
2588421,t,"02040105"
2588423,t,"02040105"
2588425,t,"02040105"
2588427,t,"02040105"
2588429,t,"02040105"
2588431,t,"02040105"
2588433,t,"02040105"
2588435,t,"02040105"
2588437,t,"02040105"
2588439,t,"02040105"
2588441,t,"02040105"
2588443,t,"02040105"
2588445,t,"02040105"
2588447,t,"02040105"
2588449,t,"02040105"
2588451,t,"02040105"
2588453,t,"02040105"
2588455,t,"02040105"
2588457,t,"02040105"
2588459,t,"02040105"
2588461,t,"02040105"
2588463,t,"02040105"
2588465,t,"02040105"
2588467,t,"02040105"
2588469,t,"02040105"
2588471,t,"02040105"
2588473,t,"02040105"
2588475,t,"02040105"
2588477,t,"02040105"
2588479,t,"02040105"
2588481,t,"02040105"
2588483,t,"02040105"
2588487,t,"02040105"
2588489,t,"02040105"
2588491,t,"02040105"
2588493,t,"02040105"
2588495,t,"02040105"
2588497,t,"02040105"
2588499,t,"02040105"
2588501,t,"02040105"
2588503,t,"02040105"
2588505,t,"02040105"
2588507,t,"02040105"
2588509,t,"02040105"
2588511,t,"02040105"
2588513,t,"02040105"
2588517,t,"02040105"
2588519,t,"02040105"
2588521,t,"02040105"
2588523,t,"02040105"
2588525,t,"02040105"
2588527,t,"02040105"
2588529,t,"02040105"
2588531,t,"02040105"
2588533,t,"02040105"
2588535,t,"02040105"
2588537,t,"02040105"
2588539,t,"02040105"
2588541,t,"02040105"
2588543,t,"02040105"
2588545,t,"02040105"
2588547,t,"02040105"
2588549,t,"02040105"
2588551,t,"02040105"
2588553,t,"02040105"
2588555,t,"02040105"
2588557,t,"02040105"
2588559,t,"02040105"
2588561,t,"02040105"
2588563,t,"02040105"
2588565,t,"02040105"
2588567,t,"02040105"
2589491,t,"02040105"
2589493,t,"02040105"
2589495,t,"02040105"
2589497,t,"02040105"
2589499,t,"02040105"
2589501,t,"02040105"
2589503,t,"02040105"
2589507,t,"02040105"
2589511,t,"02040105"
2589513,t,"02040105"
2589515,t,"02040105"
2589517,t,"02040105"
2589519,t,"02040105"
2589521,t,"02040105"
2589523,t,"02040105"
2589525,t,"02040105"
2589527,t,"02040105"
2589529,t,"02040105"
2589531,t,"02040105"
2589535,t,"02040105"
2589537,t,"02040105"
2589539,t,"02040105"
2589541,t,"02040105"
2589545,t,"02040105"
2589547,t,"02040105"
2589549,t,"02040105"
2589551,t,"02040105"
2589553,t,"02040105"
2589555,t,"02040105"
2589557,t,"02040105"
2589563,t,"02040105"
2589565,t,"02040105"
2589567,t,"02040105"
2589569,t,"02040105"
2589573,t,"02040105"
2589575,t,"02040105"
2589579,t,"02040105"
2589581,t,"02040105"
2589585,t,"02040105"
2589587,t,"02040105"
2589591,t,"02040105"
2589595,t,"02040105"
2589599,t,"02040105"
2589601,t,"02040105"
2589603,t,"02040105"
2589605,t,"02040105"
2589607,t,"02040105"
2589611,t,"02040105"
2589615,t,"02040105"
2589617,t,"02040105"
2589619,t,"02040105"
2589621,t,"02040105"
2589623,t,"02040105"
2589625,t,"02040105"
2589627,t,"02040105"
2589629,t,"02040105"
2589631,t,"02040105"
2589633,t,"02040105"
2589635,t,"02040105"
2589637,t,"02040105"
2589639,t,"02040105"
2589641,t,"02040105"
2589643,t,"02040105"
2589647,t,"02040105"
2589649,t,"02040105"
2589651,t,"02040105"
2589653,t,"02040105"
2589657,t,"02040105"
2589659,t,"02040105"
2589661,t,"02040105"
2589663,t,"02040105"
2589667,t,"02040105"
2589673,t,"02040105"
2589675,t,"02040105"
2589677,t,"02040105"
2589679,t,"02040105"
2589681,t,"02040105"
2589683,t,"02040105"
2589685,t,"02040105"
2589687,t,"02040105"
2589689,t,"02040105"
2589691,t,"02040105"
2589695,t,"02040105"
2589697,t,"02040105"
2589699,t,"02040105"
2589701,t,"02040105"
2589703,t,"02040105"
2589705,t,"02040105"
2589707,t,"02040105"
2589709,t,"02040105"
2589711,t,"02040105"
2589713,t,"02040105"
2589717,t,"02040105"
2589719,t,"02040105"
2589721,t,"02040105"
2589725,t,"02040105"
2589727,t,"02040105"
2589731,t,"02040105"
2589733,t,"02040105"
2589735,t,"02040105"
2589737,t,"02040105"
2589741,t,"02040105"
2589743,t,"02040105"
2589745,t,"02040105"
2589747,t,"02040105"
2589751,t,"02040105"
2589753,t,"02040105"
2589755,t,"02040105"
2589757,t,"02040105"
2589759,t,"02040105"
2589761,t,"02040105"
2589763,t,"02040105"
2589765,t,"02040105"
2589767,t,"02040105"
2589771,t,"02040105"
2589773,t,"02040105"
2589775,t,"02040105"
2589779,t,"02040105"
2589781,t,"02040105"
2589783,t,"02040105"
2589785,t,"02040105"
2589787,t,"02040105"
2589793,t,"02040105"
2589801,t,"02040105"
2589803,t,"02040105"
2589805,t,"02040105"
2589807,t,"02040105"
2589809,t,"02040105"
2589811,t,"02040105"
2589813,t,"02040105"
2589817,t,"02040105"
2589821,t,"02040105"
2589823,t,"02040105"
2589827,t,"02040105"
2589831,t,"02040105"
2589833,t,"02040105"
2589835,t,"02040105"
2589837,t,"02040105"
2589839,t,"02040105"
2589841,t,"02040105"
2589843,t,"02040105"
2589845,t,"02040105"
2589847,t,"02040105"
2589849,t,"02040105"
2589851,t,"02040105"
2589853,t,"02040105"
2589857,t,"02040105"
2589859,t,"02040105"
2589861,t,"02040105"
2589863,t,"02040105"
2589867,t,"02040105"
2589869,t,"02040105"
2589871,t,"02040105"
2589873,t,"02040105"
2589875,t,"02040105"
2589881,t,"02040105"
2589885,t,"02040105"
2589889,t,"02040105"
2590113,t,"02040105"
2590115,t,"02040105"
2590117,t,"02040105"
2590119,t,"02040105"
2590121,t,"02040105"
2590129,t,"02040105"
2590131,t,"02040105"
2590137,t,"02040105"
2590139,t,"02040105"
2590141,t,"02040105"
2590159,t,"02040105"
2590175,t,"02040105"
2590177,t,"02040105"
2590181,t,"02040105"
2590183,t,"02040105"
2590185,t,"02040105"
2590189,t,"02040105"
2590191,t,"02040105"
2590193,t,"02040105"
2590195,t,"02040105"
2590197,t,"02040105"
2590199,t,"02040105"
2590201,t,"02040105"
2590203,t,"02040105"
2590205,t,"02040105"
2590207,t,"02040105"
2590211,t,"02040105"
2590213,t,"02040105"
2590215,t,"02040105"
2590217,t,"02040105"
2590219,t,"02040105"
2590223,t,"02040105"
2590225,t,"02040105"
2590227,t,"02040105"
2590229,t,"02040105"
2590231,t,"02040105"
2590233,t,"02040105"
2590235,t,"02040105"
2590237,t,"02040105"
2590239,t,"02040105"
2590241,t,"02040105"
2590243,t,"02040105"
2590245,t,"02040105"
2590247,t,"02040105"
2590249,t,"02040105"
2590251,t,"02040105"
2590253,t,"02040105"
2590255,t,"02040105"
2590259,t,"02040105"
2590261,t,"02040105"
2590263,t,"02040105"
2590267,t,"02040105"
2590269,t,"02040105"
2590271,t,"02040105"
2590273,t,"02040105"
2590275,t,"02040105"
2590277,t,"02040105"
2590279,t,"02040105"
2590281,t,"02040105"
2590285,t,"02040105"
2590287,t,"02040105"
2590289,t,"02040105"
2590291,t,"02040105"
2590293,t,"02040105"
2590295,t,"02040105"
2591051,t,"02040105"
2591053,t,"02040105"
2591055,t,"02040105"
2591057,t,"02040105"
2591059,t,"02040105"
2591061,t,"02040105"
2591063,t,"02040105"
2591065,t,"02040105"
2591067,t,"02040105"
2591071,t,"02040105"
2591073,t,"02040105"
2591075,t,"02040105"
2591077,t,"02040105"
2591079,t,"02040105"
2591081,t,"02040105"
2591083,t,"02040105"
2591085,t,"02040105"
2591087,t,"02040105"
2591089,t,"02040105"
2591091,t,"02040105"
2591093,t,"02040105"
2591095,t,"02040105"
2591097,t,"02040105"
2591099,t,"02040105"
2591101,t,"02040105"
2591103,t,"02040105"
2591105,t,"02040105"
2591107,t,"02040105"
2591109,t,"02040105"
2591111,t,"02040105"
2591113,t,"02040105"
2591115,t,"02040105"
2591119,t,"02040105"
2591121,t,"02040105"
2591123,t,"02040105"
2591125,t,"02040105"
2591127,t,"02040105"
2591129,t,"02040105"
2591131,t,"02040105"
2591133,t,"02040105"
2591135,t,"02040105"
2591137,t,"02040105"
2591141,t,"02040105"
2591143,t,"02040105"
2591145,t,"02040105"
2591147,t,"02040105"
2591149,t,"02040105"
2591151,t,"02040105"
2591153,t,"02040105"
2591155,t,"02040105"
2591157,t,"02040105"
2591159,t,"02040105"
2591161,t,"02040105"
2591163,t,"02040105"
2591165,t,"02040105"
2591167,t,"02040105"
2591169,t,"02040105"
2591171,t,"02040105"
2591173,t,"02040105"
2591175,t,"02040105"
2591177,t,"02040105"
2591179,t,"02040105"
2591181,t,"02040105"
2591183,t,"02040105"
2591185,t,"02040105"
2591187,t,"02040105"
2591189,t,"02040105"
2591191,t,"02040105"
2591193,t,"02040105"
2591195,t,"02040105"
2591197,t,"02040105"
2591199,t,"02040105"
2591201,t,"02040105"
2591203,t,"02040105"
2591205,t,"02040105"
2591207,t,"02040105"
2591209,t,"02040105"
2591211,t,"02040105"
2591213,t,"02040105"
2591215,t,"02040105"
2591217,t,"02040105"
2591219,t,"02040105"
2591221,t,"02040105"
2591223,t,"02040105"
2591225,t,"02040105"
2591227,t,"02040105"
2591229,t,"02040105"
2591231,t,"02040105"
2591233,t,"02040105"
2591235,t,"02040105"
2591237,t,"02040105"
2591241,t,"02040105"
2591243,t,"02040105"
2591245,t,"02040105"
2591247,t,"02040105"
2591249,t,"02040105"
2591251,t,"02040105"
2591253,t,"02040105"
2591255,t,"02040105"
2591257,t,"02040105"
2591259,t,"02040105"
2591263,t,"02040105"
2591267,t,"02040105"
2591271,t,"02040105"
2591277,t,"02040105"
2591279,t,"02040105"
2591281,t,"02040105"
2591283,t,"02040105"
2591285,t,"02040105"
2591287,t,"02040105"
2591289,t,"02040105"
2591291,t,"02040105"
2591293,t,"02040105"
2591295,t,"02040105"
2591297,t,"02040105"
2591299,t,"02040105"
2591301,t,"02040105"
2591303,t,"02040105"
2591305,t,"02040105"
2591307,t,"02040105"
2591309,t,"02040105"
2591313,t,"02040105"
2591317,t,"02040105"
2591319,t,"02040105"
2591323,t,"02040105"
2591325,t,"02040105"
2591327,t,"02040105"
2591329,t,"02040105"
2591333,t,"02040105"
2591335,t,"02040105"
2591337,t,"02040105"
2591339,t,"02040105"
2591365,t,"02040105"
2591369,t,"02040105"
2591371,t,"02040105"
2591373,t,"02040105"
2591375,t,"02040105"
2591377,t,"02040105"
2591379,t,"02040105"
2591381,t,"02040105"
2591383,t,"02040105"
2591385,t,"02040105"
2591387,t,"02040105"
2591405,t,"02040105"
2591407,t,"02040105"
2591411,t,"02040105"
2591413,t,"02040105"
2591415,t,"02040105"
2591417,t,"02040105"
2591419,t,"02040105"
2591421,t,"02040105"
2591423,t,"02040105"
2591425,t,"02040105"
2591427,t,"02040105"
2591429,t,"02040105"
2591431,t,"02040105"
2591433,t,"02040105"
2591435,t,"02040105"
2591437,t,"02040105"
2591439,t,"02040105"
2591441,t,"02040105"
2591445,t,"02040105"
2591449,t,"02040105"
2591451,t,"02040105"
2591453,t,"02040105"
2591457,t,"02040105"
2591459,t,"02040105"
2591461,t,"02040105"
2591463,t,"02040105"
2591465,t,"02040105"
2591467,t,"02040105"
2591469,t,"02040105"
2591471,t,"02040105"
2591473,t,"02040105"
2591475,t,"02040105"
2591479,t,"02040105"
2591481,t,"02040105"
2591483,t,"02040105"
2591485,t,"02040105"
2591487,t,"02040105"
2593515,t,"02040105"
2593529,t,"02040105"
2593533,t,"02040105"
2593537,t,"02040105"
2593547,t,"02040105"
2593559,t,"02040105"
2593573,t,"02040105"
2593575,t,"02040105"
2593577,t,"02040105"
2593585,t,"02040105"
2593587,t,"02040105"
2593591,t,"02040105"
2593593,t,"02040105"
4154514,t,"02040105"
4154516,t,"02040105"
4158250,t,"02040105"
4158252,t,"02040105"
4481949,t,"02040105"
24944708,t,"02040105"
24944722,t,"02040105"
24944724,t,"02040105"
24944726,t,"02040105"
24944728,t,"02040105"
24944734,t,"02040105"
24944736,t,"02040105"
24944738,t,"02040105"
24944740,t,"02040105"
24944742,t,"02040105"
24944744,t,"02040105"
24944756,t,"02040105"
24944760,t,"02040105"
24944762,t,"02040105"
24944768,t,"02040105"
24944770,t,"02040105"
24944774,t,"02040105"
24944776,t,"02040105"
24944782,t,"02040105"
24944784,t,"02040105"
24944786,t,"02040105"
24944788,t,"02040105"
24944790,t,"02040105"
24944792,t,"02040105"
24944806,t,"02040105"
24944808,t,"02040105"
24944810,t,"02040105"
24944812,t,"02040105"
166178306,t,"02040105"
166178307,t,"02040105"
166178308,t,"02040105"
932040070,t,"02040105"
932040071,t,"02040105"
932040072,t,"02040105"
932040073,t,"02040105"
932040074,t,"02040105"
932040075,t,"02040105"
932040076,t,"02040105"
932040077,t,"02040105"
932040078,t,"02040105"
932040079,t,"02040105"
932040080,t,"02040105"
932040081,t,"02040105"
932040082,t,"02040105"
932040083,t,"02040105"
932040084,t,"02040105"
932040085,t,"02040105"
932040086,t,"02040105"
932040126,t,"02040105"
932040127,t,"02040105"
932040128,t,"02040105"
932040129,t,"02040105"
932040130,t,"02040105"
932040131,t,"02040105"
932040132,t,"02040105"
932040133,t,"02040105"
932040134,t,"02040105"
932040135,t,"02040105"
932040136,t,"02040105"
932040188,t,"02040105"
932040189,t,"02040105"
932040197,t,"02040105"
932040198,t,"02040105"
932040199,t,"02040105"
932040210,t,"02040105"
932040221,t,"02040105"
932040293,t,"02040105"
932040294,t,"02040105"
932040295,t,"02040105"
932040296,t,"02040105"
932040326,t,"02040105"
932040327,t,"02040105"
932040328,t,"02040105"
4185205,t,"02040106"
4185207,t,"02040106"
4185209,t,"02040106"
4185211,t,"02040106"
4185213,t,"02040106"
4185215,t,"02040106"
4185217,t,"02040106"
4185219,t,"02040106"
4185221,t,"02040106"
4185223,t,"02040106"
4185225,t,"02040106"
4185227,t,"02040106"
4185229,t,"02040106"
4185231,t,"02040106"
4185233,t,"02040106"
4185235,t,"02040106"
4185237,t,"02040106"
4185239,t,"02040106"
4185243,t,"02040106"
4185245,t,"02040106"
4185247,t,"02040106"
4185249,t,"02040106"
4185251,t,"02040106"
4185253,t,"02040106"
4185255,t,"02040106"
4185257,t,"02040106"
4185259,t,"02040106"
4185261,t,"02040106"
4185263,t,"02040106"
4185265,t,"02040106"
4185267,t,"02040106"
4185269,t,"02040106"
4185271,t,"02040106"
4185273,t,"02040106"
4185275,t,"02040106"
4185277,t,"02040106"
4185279,t,"02040106"
4185281,t,"02040106"
4185283,t,"02040106"
4185285,t,"02040106"
4185287,t,"02040106"
4185291,t,"02040106"
4185293,t,"02040106"
4185295,t,"02040106"
4185297,t,"02040106"
4185299,t,"02040106"
4185301,t,"02040106"
4185303,t,"02040106"
4185305,t,"02040106"
4185307,t,"02040106"
4185309,t,"02040106"
4185311,t,"02040106"
4185313,t,"02040106"
4185315,t,"02040106"
4185317,t,"02040106"
4185319,t,"02040106"
4185321,t,"02040106"
4185323,t,"02040106"
4185325,t,"02040106"
4185327,t,"02040106"
4185329,t,"02040106"
4185331,t,"02040106"
4185333,t,"02040106"
4185335,t,"02040106"
4185337,t,"02040106"
4185339,t,"02040106"
4185341,t,"02040106"
4185343,t,"02040106"
4185345,t,"02040106"
4185347,t,"02040106"
4185349,t,"02040106"
4185351,t,"02040106"
4185353,t,"02040106"
4185355,t,"02040106"
4185357,t,"02040106"
4185359,t,"02040106"
4185361,t,"02040106"
4185363,t,"02040106"
4185365,t,"02040106"
4185367,t,"02040106"
4185369,t,"02040106"
4185371,t,"02040106"
4185373,t,"02040106"
4185375,t,"02040106"
4185377,t,"02040106"
4185379,t,"02040106"
4185381,t,"02040106"
4185383,t,"02040106"
4185385,t,"02040106"
4185387,t,"02040106"
4185389,t,"02040106"
4185391,t,"02040106"
4185393,t,"02040106"
4185395,t,"02040106"
4185397,t,"02040106"
4185399,t,"02040106"
4185401,t,"02040106"
4185403,t,"02040106"
4185407,t,"02040106"
4185409,t,"02040106"
4185411,t,"02040106"
4185413,t,"02040106"
4185415,t,"02040106"
4185417,t,"02040106"
4185419,t,"02040106"
4185421,t,"02040106"
4185423,t,"02040106"
4185425,t,"02040106"
4185427,t,"02040106"
4185429,t,"02040106"
4185431,t,"02040106"
4185433,t,"02040106"
4185435,t,"02040106"
4185437,t,"02040106"
4185439,t,"02040106"
4185441,t,"02040106"
4185443,t,"02040106"
4185445,t,"02040106"
4185447,t,"02040106"
4185449,t,"02040106"
4185451,t,"02040106"
4185453,t,"02040106"
4185455,t,"02040106"
4185457,t,"02040106"
4185461,t,"02040106"
4185463,t,"02040106"
4185465,t,"02040106"
4185467,t,"02040106"
4185469,t,"02040106"
4185471,t,"02040106"
4185473,t,"02040106"
4185475,t,"02040106"
4185477,t,"02040106"
4185479,t,"02040106"
4185481,t,"02040106"
4185483,t,"02040106"
4185485,t,"02040106"
4185487,t,"02040106"
4185489,t,"02040106"
4185491,t,"02040106"
4185493,t,"02040106"
4185495,t,"02040106"
4185497,t,"02040106"
4185499,t,"02040106"
4185501,t,"02040106"
4185503,t,"02040106"
4185505,t,"02040106"
4185507,t,"02040106"
4185509,t,"02040106"
4185511,t,"02040106"
4185513,t,"02040106"
4185515,t,"02040106"
4185517,t,"02040106"
4185519,t,"02040106"
4185521,t,"02040106"
4185523,t,"02040106"
4185525,t,"02040106"
4185527,t,"02040106"
4185529,t,"02040106"
4185531,t,"02040106"
4185533,t,"02040106"
4185535,t,"02040106"
4185537,t,"02040106"
4185539,t,"02040106"
4185541,t,"02040106"
4185543,t,"02040106"
4185545,t,"02040106"
4185547,t,"02040106"
4185549,t,"02040106"
4185551,t,"02040106"
4185553,t,"02040106"
4185555,t,"02040106"
4185557,t,"02040106"
4185559,t,"02040106"
4185561,t,"02040106"
4185563,t,"02040106"
4185565,t,"02040106"
4185567,t,"02040106"
4185569,t,"02040106"
4185571,t,"02040106"
4185573,t,"02040106"
4185575,t,"02040106"
4185577,t,"02040106"
4185579,t,"02040106"
4185581,t,"02040106"
4185583,t,"02040106"
4185585,t,"02040106"
4185587,t,"02040106"
4185589,t,"02040106"
4185591,t,"02040106"
4185593,t,"02040106"
4185595,t,"02040106"
4185597,t,"02040106"
4185599,t,"02040106"
4185601,t,"02040106"
4185603,t,"02040106"
4185605,t,"02040106"
4185607,t,"02040106"
4185609,t,"02040106"
4185611,t,"02040106"
4185613,t,"02040106"
4185615,t,"02040106"
4185617,t,"02040106"
4185619,t,"02040106"
4185621,t,"02040106"
4185623,t,"02040106"
4185625,t,"02040106"
4185627,t,"02040106"
4185629,t,"02040106"
4185631,t,"02040106"
4185633,t,"02040106"
4185635,t,"02040106"
4185637,t,"02040106"
4185639,t,"02040106"
4185641,t,"02040106"
4185643,t,"02040106"
4185645,t,"02040106"
4185647,t,"02040106"
4185649,t,"02040106"
4185651,t,"02040106"
4185653,t,"02040106"
4185655,t,"02040106"
4185657,t,"02040106"
4185659,t,"02040106"
4185661,t,"02040106"
4185663,t,"02040106"
4185665,t,"02040106"
4185667,t,"02040106"
4185669,t,"02040106"
4185671,t,"02040106"
4185675,t,"02040106"
4185677,t,"02040106"
4185679,t,"02040106"
4185681,t,"02040106"
4185683,t,"02040106"
4185685,t,"02040106"
4185687,t,"02040106"
4185689,t,"02040106"
4185691,t,"02040106"
4185693,t,"02040106"
4185695,t,"02040106"
4185697,t,"02040106"
4185699,t,"02040106"
4185701,t,"02040106"
4185703,t,"02040106"
4185705,t,"02040106"
4185707,t,"02040106"
4185709,t,"02040106"
4185711,t,"02040106"
4185713,t,"02040106"
4185715,t,"02040106"
4185717,t,"02040106"
4185719,t,"02040106"
4185721,t,"02040106"
4185723,t,"02040106"
4185725,t,"02040106"
4185727,t,"02040106"
4185729,t,"02040106"
4185731,t,"02040106"
4185733,t,"02040106"
4185735,t,"02040106"
4185737,t,"02040106"
4185739,t,"02040106"
4185741,t,"02040106"
4185743,t,"02040106"
4185745,t,"02040106"
4185747,t,"02040106"
4185749,t,"02040106"
4185751,t,"02040106"
4185753,t,"02040106"
4185755,t,"02040106"
4185757,t,"02040106"
4185759,t,"02040106"
4185761,t,"02040106"
4185763,t,"02040106"
4185765,t,"02040106"
4185767,t,"02040106"
4185769,t,"02040106"
4185771,t,"02040106"
4185773,t,"02040106"
4185775,t,"02040106"
4185777,t,"02040106"
4185779,t,"02040106"
4185781,t,"02040106"
4185783,t,"02040106"
4185785,t,"02040106"
4185787,t,"02040106"
4185789,t,"02040106"
4185791,t,"02040106"
4185793,t,"02040106"
4185795,t,"02040106"
4185797,t,"02040106"
4185799,t,"02040106"
4185801,t,"02040106"
4185803,t,"02040106"
4185805,t,"02040106"
4185807,t,"02040106"
4185809,t,"02040106"
4185811,t,"02040106"
4185813,t,"02040106"
4185815,t,"02040106"
4185817,t,"02040106"
4185819,t,"02040106"
4185821,t,"02040106"
4185823,t,"02040106"
4185825,t,"02040106"
4185827,t,"02040106"
4185829,t,"02040106"
4185831,t,"02040106"
4185833,t,"02040106"
4185835,t,"02040106"
4185837,t,"02040106"
4185839,t,"02040106"
4185841,t,"02040106"
4185843,t,"02040106"
4185845,t,"02040106"
4185847,t,"02040106"
4185849,t,"02040106"
4185851,t,"02040106"
4185853,t,"02040106"
4185855,t,"02040106"
4185857,t,"02040106"
4185859,t,"02040106"
4185861,t,"02040106"
4185863,t,"02040106"
4185865,t,"02040106"
4185867,t,"02040106"
4185869,t,"02040106"
4185871,t,"02040106"
4185873,t,"02040106"
4185875,t,"02040106"
4185877,t,"02040106"
4185879,t,"02040106"
4185881,t,"02040106"
4185883,t,"02040106"
4185885,t,"02040106"
4185887,t,"02040106"
4185889,t,"02040106"
4185891,t,"02040106"
4185893,t,"02040106"
4185895,t,"02040106"
4185897,t,"02040106"
4185899,t,"02040106"
4185901,t,"02040106"
4185903,t,"02040106"
4185905,t,"02040106"
4185907,t,"02040106"
4185909,t,"02040106"
4185911,t,"02040106"
4185913,t,"02040106"
4185915,t,"02040106"
4185917,t,"02040106"
4185919,t,"02040106"
4185921,t,"02040106"
4185923,t,"02040106"
4185925,t,"02040106"
4185927,t,"02040106"
4185929,t,"02040106"
4185931,t,"02040106"
4185933,t,"02040106"
4185935,t,"02040106"
4185937,t,"02040106"
4185939,t,"02040106"
4185941,t,"02040106"
4185943,t,"02040106"
4185945,t,"02040106"
4185947,t,"02040106"
4185949,t,"02040106"
4185951,t,"02040106"
4185953,t,"02040106"
4185955,t,"02040106"
4185957,t,"02040106"
4185959,t,"02040106"
4185961,t,"02040106"
4185963,t,"02040106"
4185965,t,"02040106"
4185967,t,"02040106"
4185969,t,"02040106"
4185971,t,"02040106"
4185973,t,"02040106"
4185975,t,"02040106"
4185977,t,"02040106"
4185979,t,"02040106"
4185981,t,"02040106"
4185983,t,"02040106"
4185985,t,"02040106"
4185987,t,"02040106"
4185989,t,"02040106"
4185991,t,"02040106"
4185993,t,"02040106"
4185995,t,"02040106"
4185997,t,"02040106"
4185999,t,"02040106"
4186001,t,"02040106"
4186003,t,"02040106"
4186005,t,"02040106"
4186007,t,"02040106"
4186009,t,"02040106"
4186011,t,"02040106"
4186013,t,"02040106"
4186015,t,"02040106"
4186017,t,"02040106"
4186019,t,"02040106"
4186021,t,"02040106"
4186023,t,"02040106"
4186025,t,"02040106"
4186027,t,"02040106"
4186029,t,"02040106"
4186083,t,"02040106"
4186085,t,"02040106"
4186087,t,"02040106"
4186089,t,"02040106"
4186091,t,"02040106"
4186093,t,"02040106"
4186095,t,"02040106"
4186097,t,"02040106"
4186099,t,"02040106"
4186101,t,"02040106"
4186103,t,"02040106"
4186105,t,"02040106"
4186107,t,"02040106"
4186109,t,"02040106"
4186111,t,"02040106"
4186113,t,"02040106"
4186115,t,"02040106"
4186117,t,"02040106"
4186119,t,"02040106"
4186121,t,"02040106"
4186123,t,"02040106"
4186125,t,"02040106"
4186127,t,"02040106"
4186129,t,"02040106"
4186131,t,"02040106"
4186133,t,"02040106"
4186135,t,"02040106"
4186137,t,"02040106"
4186139,t,"02040106"
4186141,t,"02040106"
4186143,t,"02040106"
4186145,t,"02040106"
4186147,t,"02040106"
4186149,t,"02040106"
4186151,t,"02040106"
4186153,t,"02040106"
4186155,t,"02040106"
4186157,t,"02040106"
4186159,t,"02040106"
4186161,t,"02040106"
4186163,t,"02040106"
4186165,t,"02040106"
4186167,t,"02040106"
4186169,t,"02040106"
4186171,t,"02040106"
4186173,t,"02040106"
4186175,t,"02040106"
4186179,t,"02040106"
4186181,t,"02040106"
4186183,t,"02040106"
4186185,t,"02040106"
4186187,t,"02040106"
4186189,t,"02040106"
4186191,t,"02040106"
4186193,t,"02040106"
4186195,t,"02040106"
4186197,t,"02040106"
4186199,t,"02040106"
4186201,t,"02040106"
4186203,t,"02040106"
4186205,t,"02040106"
4186207,t,"02040106"
4186209,t,"02040106"
4186211,t,"02040106"
4186215,t,"02040106"
4186219,t,"02040106"
4186221,t,"02040106"
4186223,t,"02040106"
4186225,t,"02040106"
4186227,t,"02040106"
4186229,t,"02040106"
4186231,t,"02040106"
4186233,t,"02040106"
4186235,t,"02040106"
4186237,t,"02040106"
4186239,t,"02040106"
4186241,t,"02040106"
4186243,t,"02040106"
4186245,t,"02040106"
4186247,t,"02040106"
4186249,t,"02040106"
4186251,t,"02040106"
4186253,t,"02040106"
4186255,t,"02040106"
4186257,t,"02040106"
4186259,t,"02040106"
4186261,t,"02040106"
4186263,t,"02040106"
4186265,t,"02040106"
4186267,t,"02040106"
4186269,t,"02040106"
4186271,t,"02040106"
4186273,t,"02040106"
4186275,t,"02040106"
4186277,t,"02040106"
4186279,t,"02040106"
4186281,t,"02040106"
4186283,t,"02040106"
4186285,t,"02040106"
4186287,t,"02040106"
4186289,t,"02040106"
4186291,t,"02040106"
4186293,t,"02040106"
4186297,t,"02040106"
4186299,t,"02040106"
4186301,t,"02040106"
4186303,t,"02040106"
4186305,t,"02040106"
4186307,t,"02040106"
4186309,t,"02040106"
4186311,t,"02040106"
4186313,t,"02040106"
4186315,t,"02040106"
4186317,t,"02040106"
4186319,t,"02040106"
4186321,t,"02040106"
4186323,t,"02040106"
4186325,t,"02040106"
4186327,t,"02040106"
4186329,t,"02040106"
4186331,t,"02040106"
4186333,t,"02040106"
4186335,t,"02040106"
4186337,t,"02040106"
4186339,t,"02040106"
4186341,t,"02040106"
4186343,t,"02040106"
4186345,t,"02040106"
4186347,t,"02040106"
4186349,t,"02040106"
4186351,t,"02040106"
4186353,t,"02040106"
4186355,t,"02040106"
4186357,t,"02040106"
4186359,t,"02040106"
4186361,t,"02040106"
4186363,t,"02040106"
4186365,t,"02040106"
4186367,t,"02040106"
4186371,t,"02040106"
4186373,t,"02040106"
4186375,t,"02040106"
4186377,t,"02040106"
4186379,t,"02040106"
4186381,t,"02040106"
4186383,t,"02040106"
4186385,t,"02040106"
4186387,t,"02040106"
4186389,t,"02040106"
4186391,t,"02040106"
4186393,t,"02040106"
4186395,t,"02040106"
4186397,t,"02040106"
4186401,t,"02040106"
4186403,t,"02040106"
4186405,t,"02040106"
4186409,t,"02040106"
4186413,t,"02040106"
4186415,t,"02040106"
4186417,t,"02040106"
4186419,t,"02040106"
4186423,t,"02040106"
4186427,t,"02040106"
4186429,t,"02040106"
4186431,t,"02040106"
4186433,t,"02040106"
4186435,t,"02040106"
4186437,t,"02040106"
4186441,t,"02040106"
4186445,t,"02040106"
4186447,t,"02040106"
4186449,t,"02040106"
4186451,t,"02040106"
4186453,t,"02040106"
4186455,t,"02040106"
4186457,t,"02040106"
