,0
catchment_hectares,3368531.7773
tp_load,3842763.9431999996
tn_load,46520034.300400004
tss_load,1699502256.0774999
tn_load_ps,25855545.810560938
tp_load_ps,2498104.7413898758
tn_load_avoid,43618.17794615436
tp_load_avoid,11087.397162007666
tss_load_avoid,28465066.813871644
tn_load_xsnps,-36836348.94867194
tp_load_xsnps,300414.35084712424
tss_load_xsnps,-1412347399.79224
tn_load_rem,-36890634.29067194
tp_load_rem,284307.87944712426
tss_load_rem,-1424941644.1959398
