"gid","huc12","area_sqkm","tss_hay_pas_kg","tss_crop_kg","tss_wooded_kg","tss_wetland_kg","tss_open_land_kg","tss_barren_kg","tss_dev_ld_kg","tss_dev_md_kg","tss_dev_hd_kg","tss_dev_os_kg","tss_farm_animal_kg","tss_streambank_eros_kg","tss_subsurface_kg","tss_pt_source_kg","tss_septic_kg","tn_hay_pas_kg","tn_crop_kg","tn_wooded_kg","tn_wetland_kg","tn_open_land_kg","tn_barren_kg","tn_dev_ld_kg","tn_dev_md_kg","tn_dev_hd_kg","tn_dev_os_kg","tn_farm_animal_kg","tn_streambank_eros_kg","tn_subsurface_kg","tn_pt_source_kg","tn_septic_kg","tp_hay_pas_kg","tp_crop_kg","tp_wooded_kg","tp_wetland_kg","tp_open_land_kg","tp_barren_kg","tp_dev_ld_kg","tp_dev_md_kg","tp_dev_hd_kg","tp_dev_os_kg","tp_farm_animal_kg","tp_streambank_eros_kg","tp_subsurface_kg","tp_pt_source_kg","tp_septic_kg","tss_hay_pas_lb_acre","tss_crop_lb_acre","tss_wooded_lb_acre","tss_wetland_lb_acre","tss_open_land_lb_acre","tss_barren_lb_acre","tss_dev_ld_lb_acre","tss_dev_md_lb_acre","tss_dev_hd_lb_acre","tss_dev_os_lb_acre","tn_hay_pas_lb_acre","tn_crop_lb_acre","tn_wooded_lb_acre","tn_wetland_lb_acre","tn_open_land_lb_acre","tn_barren_lb_acre","tn_dev_ld_lb_acre","tn_dev_md_lb_acre","tn_dev_hd_lb_acre","tn_dev_os_lb_acre","tp_hay_pas_lb_acre","tp_crop_lb_acre","tp_wooded_lb_acre","tp_wetland_lb_acre","tp_open_land_lb_acre","tp_barren_lb_acre","tp_dev_ld_lb_acre","tp_dev_md_lb_acre","tp_dev_hd_lb_acre","tp_dev_os_lb_acre"
240,"020402020202",121.65,463.60,24600.30,1525.30,1410.60,372.90,11.60,19688.20,27605.00,6449.80,34607.10,0.00,8803647.00,0.00,0.00,0.00,56.30,438.00,25.80,752.20,21.20,14.60,500.60,545.40,127.40,879.90,708.10,6204.00,21784.40,0.00,1387.20,16.60,60.70,2.30,40.50,0.70,0.50,53.50,55.70,13.00,94.00,182.30,1731.00,659.10,0.00,0.00,4.86833938965104,101.950331414561,0.38758456055339,0.391046072271096,9.10491223074516,0.233723456461427,11.0447095499733,63.9222329556402,75.5762430042571,11.05301839906,0.59121550396323,1.81519108139242,0.00655587862209235,0.208524638850361,0.517629764794308,0.294169177960072,0.280827175705074,1.26293011606615,1.49282355402375,0.281027618301819,0.174319313779567,0.251557302832237,0.000584438791891953,0.0112273968006376,0.0170915488375479,0.0100742869164408,0.030012492809072,0.128979111596782,0.152328934084056,0.0300222708493818
196,"020401060501",109.72,908337.30,336784.20,14544.70,10.00,763.30,5.90,3748.80,1949.50,241.70,10421.70,0.00,1619709.00,0.00,0.00,0.00,4728.40,3298.30,644.30,3.60,9.20,2.30,90.20,36.20,4.50,250.80,199.70,1394.00,17444.50,0.00,85.40,2096.00,853.50,52.60,0.20,1.30,0.10,9.70,3.70,0.50,27.00,54.80,594.00,639.50,0.00,0.00,341.815167895513,459.858800160938,1.90044605392181,0.862008550067633,60.5333436165294,1.39255428862116,13.4159649832764,87.8435690277445,159.733057689366,11.5509097519855,1.77933774147241,4.50363253552519,0.0841858128762933,0.310323078024348,0.729604036777244,0.54286014641164,0.322801974362872,1.63115526996889,2.97392949773333,0.277974626577042,0.78874289529781,1.16540350152222,0.00687284457130689,0.0172401710013527,0.103096222588089,0.0236026150613757,0.0347137378195106,0.166720290024444,0.330436610859259,0.0299254980764758
458,"020403010705",146.77,5.40,128.80,176.00,1367.70,6.70,17.70,3786.70,21516.80,7342.40,3246.50,0.00,5618618.00,0.00,0.00,0.00,0.60,5.60,5.00,1454.90,1.20,83.20,103.40,447.80,152.80,88.70,2044.70,701.00,40947.90,0.00,1108.50,0.20,0.80,0.40,77.80,0.00,2.80,11.00,45.80,15.60,9.40,558.10,1309.00,661.70,0.00,0.00,2.141229238368,15.3832176428937,0.387712290074864,0.196837174508802,3.68987548792839,0.0802661666817322,12.0121374176713,55.7933963003127,73.8194048145951,12.4643197965289,0.237914359818667,0.668835549691031,0.0110145536953086,0.209386857638997,0.660873221718518,0.377296331520911,0.328004597403335,1.16115234901472,1.53622862492783,0.340546793763164,0.0793047866062222,0.0955479356701473,0.000881164295624691,0.0111968503157014,0,0.0126974726954153,0.0348941061067378,0.118760110729956,0.156840095215145,0.0360895136569756
157,"020401050701",114.19,33582.20,2129822.90,11558.60,1036.30,2530.30,1.20,9502.60,28913.20,9931.90,18031.50,0.00,5126538.00,0.00,0.00,0.00,1094.00,13069.50,1225.50,338.80,81.80,1.80,233.80,602.20,206.90,443.60,2249.10,3493.00,27124.40,54154.90,1399.90,539.10,4505.10,80.50,19.30,5.40,0.10,25.20,61.70,21.20,47.70,533.80,1955.00,595.20,1056.60,0.00,36.2324391157961,1229.65310566064,1.83400887234034,1.17177412969129,35.6801034050007,0.349874058556863,12.2896553360125,61.2827441763691,69.3351417336566,12.6565200354926,1.18033626125391,7.54567493120283,0.19445070104105,0.383090876328677,1.15347289196106,0.524811087835294,0.302372131580802,1.27638824284443,1.44438031239678,0.311368010855698,0.581644678648977,2.60101917690515,0.0127729754661808,0.0218230634980622,0.0761461322321479,0.0291561715464052,0.0325910081943379,0.130775746568418,0.147998369370767,0.033481186018523
324,"020402031004",60.43,32717.00,297468.40,7845.00,181.90,447.50,15.90,9271.20,46769.70,14789.60,21428.60,0.00,3538298.00,0.00,0.00,0.00,164.30,1126.10,130.60,20.50,4.00,3.30,228.40,962.40,304.30,527.90,6920.40,2272.00,16555.80,6179.80,2347.60,55.40,306.00,12.80,1.20,0.50,0.10,24.50,98.50,31.10,56.60,1583.80,782.00,365.60,689.60,0.00,99.1825192429577,1408.22994174393,3.28385509525068,2.79131979173216,86.9825784467756,2.42489635969026,11.68845443189,57.2739511756799,70.5198455983276,11.1239955374823,0.498080139120883,5.33101242820361,0.0546681294378253,0.314579745632267,0.777497907904139,0.503280376539487,0.287950102709862,1.17855044209123,1.45096480064174,0.274042972673758,0.167946681115624,1.44861895305062,0.0053579789954377,0.0184144241345717,0.0971872384880174,0.0152509205011966,0.0308878174973363,0.120622629411873,0.14829117745632,0.0293821410368152
18,"020401010305",95.13,51580.40,21506.90,17041.90,87.40,1562.10,6.20,525.50,481.20,50.30,3035.40,0.00,804695.00,0.00,0.00,0.00,606.60,263.40,794.00,46.40,22.30,2.10,11.90,8.80,0.90,68.90,2152.60,713.00,11515.80,3.00,24.20,288.20,63.10,63.70,2.60,2.60,0.10,1.30,0.90,0.10,7.50,464.60,296.00,467.40,0.00,0.00,90.5314406662444,279.057610448521,1.84327536369567,0.46580902885644,73.3898146668126,1.28044186707963,9.54090324211762,95.4036582872853,0,10.3902688736415,1.06467518491799,3.41768337566736,0.0858801330118335,0.247294495868865,1.04768764296135,0.433698051752778,0.216054707100285,1.74470530533689,0,0.235846848980003,0.505834797714086,0.818738880047877,0.00688987968873274,0.0138570191650657,0.122151922497736,0.0206522881787037,0.0236026150613757,0.178435769864,0,0.0256727339238029
22,"020401010402",88.57,45440.90,5834.00,7280.40,109.30,5081.70,0.50,207.30,179.10,28.70,3509.20,0.00,614682.00,0.00,0.00,0.00,715.50,226.70,1113.90,128.20,87.40,0.70,4.40,3.40,0.50,74.70,2093.00,523.00,9577.40,0.00,9.70,292.20,36.40,65.90,6.90,7.40,0.00,0.50,0.30,0.10,8.20,457.30,181.00,388.70,0.00,0.00,60.2380462305209,87.3610508045129,0.912671460108407,0.209008805364103,55.8485496253935,0.247827458144444,21.6314240308814,47.9847543282919,0,9.5542556014335,0.948491822959882,3.39471207017194,0.139638582964501,0.245150309676835,0.960537465269377,0.346958441402222,0.459132975088655,0.910933359666066,0,0.20338051220423,0.387350539020094,0.545070663230077,0.00826122867165871,0.0131945174475051,0.0813269707436314,0,0.0521742017146199,0.0803764729117117,0,0.0223255716208124
395,"020402060701",111.43,965.00,70336.50,574.70,1048.20,435.10,4.60,14814.30,27604.80,5200.20,14782.50,0.00,4054122.00,0.00,0.00,0.00,22.70,592.20,17.50,1316.40,35.00,28.80,399.00,532.10,100.20,398.10,855.30,2395.00,9125.40,0.00,1369.70,4.60,63.70,1.10,69.60,0.90,1.00,42.30,54.30,10.20,42.30,218.80,404.00,408.00,0.00,0.00,11.361211264104,105.166310767884,0.667963138448175,0.261577627255067,6.04935355055528,0.045921704228175,11.09768098901,67.7852605061755,80.2960964388,11.8839004136574,0.267253363414674,0.88545050204006,0.0203399250440979,0.328506762563032,0.48661772987689,0.287509800385096,0.298898679965641,1.30660381945662,1.5471845050513,0.320039286634671,0.0541570692382159,0.0952434937182571,0.00127850957420044,0.0173686346660491,0.0125130273396914,0.00998297918003804,0.03168775479335,0.133336943049228,0.157497823867497,0.0340056815489741
232,"020402010405",52.64,944.30,14290.50,1325.20,242.80,37.20,0.00,29645.20,55434.20,29797.40,18246.30,0.00,4414759.00,0.00,0.00,0.00,9.00,32.30,54.10,95.20,2.10,0.00,817.90,1244.90,669.20,503.40,1024.70,1360.00,26280.20,232.30,2796.70,3.60,16.20,4.10,5.20,0.10,0.00,86.90,128.00,68.80,53.50,243.40,1103.00,394.20,116.10,0.00,36.2827083295812,1995.25537499334,2.06132714597846,0.638604476916647,11.5239768037167,0,13.228709542532,61.7166077280807,64.6355702521949,15.1273200620255,0.345805755550388,4.50976163271299,0.0841516741604547,0.250391870685605,0.650547077629167,0,0.364975157355555,1.38598563631635,1.45160730844868,0.417349978857283,0.138322302220155,2.26186187151549,0.0063774836239901,0.0136768668861885,0.0309784322680556,0,0.0387777737794323,0.142506355087551,0.149238766917617,0.0443548348606767
353,"020402050503",36.68,22730.90,94391.60,855.10,504.70,301.80,22.10,13015.50,40282.10,13707.50,11493.10,0.00,1947669.00,0.00,0.00,0.00,84.90,487.30,42.00,153.60,7.90,9.70,353.90,838.00,285.10,312.50,386.40,870.00,13609.50,0.00,2032.20,34.90,120.30,2.90,8.50,0.40,0.30,37.50,85.80,29.20,33.10,90.80,428.00,208.70,0.00,0.00,311.234318692572,888.616535543671,1.63832438700668,1.02966468924059,32.8766271947223,1.11775241326372,11.7959344724045,62.1220314357208,66.7405674364435,13.1379416937265,1.1624613920698,4.58751454335376,0.0804696810364644,0.313367339543006,0.860587656853236,0.490597213061451,0.320739211692517,1.292342314406,1.38812590013715,0.357223619327209,0.477855154101719,1.13252205944071,0.00555623988108921,0.0173412915762731,0.0435740585748474,0.0151731096823129,0.0339862120329737,0.13231858063966,0.142172137088758,0.037837125759138
364,"020402050802",124.49,235509.80,3997302.70,2151.50,1026.10,195.00,1.60,10593.20,30646.40,6339.10,23872.40,0.00,6749721.00,0.00,0.00,0.00,696.90,17045.90,40.80,743.00,2.30,0.70,261.70,596.80,123.50,589.70,1307.00,3241.00,89010.70,259731.00,1493.90,236.20,3778.00,3.40,39.70,0.20,0.00,28.10,60.90,12.60,63.30,307.80,1188.00,1013.70,164.00,0.00,234.400783542596,742.22024992502,2.70969775732574,0.431283875008716,56.8545345154902,0.755283681964021,11.0573268594955,66.5791752204944,70.4485668127107,11.1848685354144,0.693618295505475,3.16508733706779,0.0513853908895608,0.312293070004362,0.67059194556732,0.330436610859259,0.273166034732657,1.2965454921815,1.37249735788515,0.276290485051099,0.235087733388425,0.701500065085571,0.0042821159074634,0.0166864534040016,0.0583123430928105,0,0.0293311638364068,0.132304994091577,0.140028070521076,0.0296577712459464
195,"020401060404",98.04,223572.70,228431.80,11620.10,0.00,20.20,27.60,2971.40,4116.70,666.50,10866.40,0.00,1889907.00,0.00,0.00,0.00,1641.40,1943.00,474.90,0.00,1.20,5.60,69.60,78.20,12.70,254.40,197.20,1522.00,12841.40,96.80,185.30,769.40,539.70,40.10,0.00,0.10,0.20,7.50,8.00,1.30,27.50,56.80,696.00,539.90,8.30,0.00,146.126337315199,555.833798265686,1.60996231750787,0,14.3031847271937,1.49509023929763,12.8347626863687,60.8185571948277,79.6033739051914,11.47541191512,1.07281331785664,4.72782279012917,0.0657972912956417,0,0.849694142209524,0.303351642756041,0.300632524389601,1.15529700309362,1.51682347876359,0.268657953987202,0.502877157767088,1.31323003594066,0.0055558462433254,0,0.070807845184127,0.0108339872412872,0.0323957461626725,0.118188951723133,0.155265395463989,0.0290412489569499
45,"020401020203",51.11,5597.90,1244.80,12250.50,10.20,2054.20,0.00,32.50,57.70,14.40,1298.30,0.00,193483.00,0.00,0.00,0.00,73.50,16.80,530.60,13.50,27.60,0.00,0.70,1.20,0.30,27.00,838.00,183.00,6314.70,0.00,3.20,25.40,2.80,37.70,0.70,2.50,0.00,0.10,0.10,0.00,3.00,179.30,48.00,264.10,0.00,0.00,80.5406866732531,308.495619898204,2.2985711778612,0.186212896727317,80.4880892522242,0,14.6443497994444,114.397154679476,0,9.49127990881806,1.05749307248863,4.16350129682667,0.0995569051853517,0.246458245668508,1.08142890826667,0,0.315416764911111,2.37914359818667,0,0.197384701176991,0.365446585594711,0.693916882804444,0.00707368135221968,0.0127793164420708,0.0979555170531401,0,0.0450595378444444,0.198261966515556,0,0.0219316334641101
194,"020401060403",60.39,18339.40,12777.40,8982.40,0.00,0.00,2.50,118.70,20.00,0.00,3604.90,0.00,609484.00,0.00,0.00,0.00,119.00,110.40,344.60,0.00,0.00,2.00,2.50,0.30,0.00,74.50,121.70,479.00,10263.10,0.00,1.60,56.00,30.50,29.80,0.00,0.00,0.10,0.30,0.00,0.00,8.20,34.80,223.00,418.80,0.00,0.00,182.713844659064,523.403398957822,1.52929865867697,0,0,0.70807845184127,11.2065216311412,19.8261966515556,0,10.5633249052901,1.18558663393724,4.52233907093333,0.0586698786271021,0,0,0.566462761473016,0.236026150613757,0.297392949773333,0,0.218305003035898,0.55792312185282,1.24937809477778,0.00507359948661533,0,0,0.0283231380736508,0.0283231380736508,0,0,0.0240282016764345
409,"020402070304",66.65,19082.20,847496.00,245.70,211.60,94.40,65.20,6774.60,17183.00,8160.20,11433.50,0.00,2205639.00,0.00,0.00,0.00,160.50,4913.00,5.00,708.10,1.40,27.40,172.60,377.50,179.30,291.30,9198.40,749.00,35526.70,0.00,893.50,46.70,857.10,0.40,37.40,0.10,0.90,18.40,38.80,18.40,31.10,2950.80,328.00,387.10,0.00,0.00,34.4874612346685,391.432287131499,1.83131448018316,0.0931485237237256,35.9921723828239,1.15211053625795,11.450515928016,61.604617913866,65.6597929853992,11.5289807453749,0.290073342076086,2.26916330776435,0.0372672869390142,0.311712994559405,0.53378221754188,0.484169151740305,0.291730736748379,1.35341577503838,1.44270984562659,0.293732635774496,0.0844014023361572,0.395868078787874,0.00298138295512114,0.0164638695050441,0.0381273012529914,0.0159033662980392,0.0310999163161656,0.139106045222487,0.148052767203175,0.0313597149762678
335,"020402050201",12.47,15776.50,178903.10,2463.40,12.50,513.00,3.10,2449.20,6596.90,3670.90,3483.70,0.00,198289.00,0.00,0.00,0.00,66.20,648.10,23.50,1.00,4.00,0.40,63.50,149.10,83.00,90.40,1427.00,124.00,6674.50,15872.50,347.20,26.30,213.50,3.50,0.10,0.60,0.00,6.80,15.30,8.50,9.60,326.60,52.00,95.40,1360.50,0.00,144.274903816082,1546.1935667711,5.03192384416258,5.38755343792271,108.200413640936,1.28044186707963,11.7233995265548,55.2795590408482,60.3482465076246,12.2158686372522,0.605394012146207,5.60128947248176,0.0480028457976051,0.431004275033816,0.843667942619385,0.16521830542963,0.30395062466774,1.24940233336726,1.36448948762779,0.316994725380372,0.240511518420623,1.84520182437102,0.00714936001240928,0.0431004275033816,0.126550191392908,0,0.032549043271506,0.128208287729839,0.13973687523899,0.0336631566775616
30,"020401010504",63.14,84395.50,43999.90,2621.30,67.90,117.70,0.40,382.60,631.70,243.50,2795.20,0.00,303402.00,0.00,0.00,0.00,1843.60,489.60,593.30,26.70,6.90,0.40,8.50,13.40,5.20,62.30,443.90,251.00,6535.30,0.00,29.00,706.60,92.10,33.50,1.50,0.30,0.00,0.90,1.40,0.50,6.80,102.20,80.00,272.30,0.00,0.00,40.0795673926022,307.165728890415,0.612208850073302,0.722985366616876,14.228922840781,0.566462761473016,13.354758519164,71.1602751408389,80.4613147442296,9.8749438489715,0.875528795314933,3.41792460584563,0.138566173558345,0.284296160363337,0.834150956681301,0.566462761473016,0.296694844257433,1.50949451778889,1.71827037646815,0.220094806021367,0.335565549343421,0.642955180143756,0.00782397912389105,0.0159716944024347,0.036267432899187,0,0.031414748215493,0.157708382455556,0.16521830542963,0.0240231891002455
9,"020401010203",64.82,132824.90,62728.40,8349.90,55.20,3083.00,0.00,301.30,414.30,142.90,2353.70,0.00,473362.00,0.00,0.00,0.00,2008.90,973.40,450.30,16.40,83.10,0.00,6.70,8.60,3.00,52.30,1290.30,468.00,7210.10,0.00,20.90,746.60,167.40,31.10,0.90,4.80,0.00,0.70,0.90,0.30,5.70,273.70,130.00,313.20,0.00,0.00,66.369589889188,267.570050352289,1.82075580630457,0.836701877038124,33.6957906707529,0,11.3136989604426,76.0554932661062,88.5363594221028,9.89921914695934,1.00380176554539,4.15206966880899,0.0981911567298945,0.248585340279443,0.908245282108196,0,0.251582419631481,1.57875269632757,1.85870593608333,0.219963955213482,0.37305908614475,0.714050197820654,0.00678157889029473,0.0136418784299694,0.0524618213492098,0,0.0262847304092593,0.16521830542963,0.185870593608333,0.0239731270500354
31,"020401010505",47.66,70118.60,22052.20,1892.40,72.90,0.00,0.00,587.40,1182.30,307.10,3621.50,0.00,335192.00,0.00,0.00,0.00,1543.40,369.90,318.00,17.00,0.00,0.40,13.30,23.70,6.10,81.80,332.00,300.00,4847.50,1969.90,54.80,598.00,63.50,18.40,1.00,0.00,0.00,1.40,2.40,0.60,8.90,76.50,92.00,204.80,168.80,0.00,40.3841840730817,231.328705713986,0.631273253413934,1.2311156183121,0,0,12.6037964427746,64.0451155768692,86.9803570241816,10.0561024052673,0.888907503834849,3.88026991609016,0.106079525779767,0.287091433625592,0,0.396523933031111,0.285377073014815,1.28382748809253,1.7277114224927,0.227140460237709,0.344412781711313,0.666118247287713,0.0061379348249928,0.0168877313897407,0,0,0.0300396918962963,0.130007846895446,0.169938828441905,0.0247133263583816
480,"020403020405",91.44,180.20,19058.60,299.90,2639.40,83.80,1.50,7208.80,36518.90,20438.60,9019.70,0.00,4332818.00,0.00,0.00,0.00,0.50,87.10,9.00,1197.30,13.20,65.50,189.90,826.60,462.60,237.60,1838.00,655.00,7697.90,0.00,1966.90,0.20,17.40,0.60,64.40,0.30,2.20,20.20,85.00,47.60,25.30,470.10,583.00,268.50,0.00,0.00,21.2659561702995,168.086989102908,0.664789398010008,0.628202442282302,5.0964272374244,0.0107517335420583,11.6462749691765,53.1125948429058,60.4444664204182,11.9856800226565,0.0590065376534392,0.768176925422815,0.0199503320509839,0.28496885055111,0.802778514725562,0.46949236466988,0.306795529997588,1.20219587383919,1.36807854579499,0.315730852842466,0.0236026150613757,0.153458995434638,0.00133002213673226,0.0153278158986816,0.0182449662437628,0.0157692091950189,0.0326343849707808,0.123622851773931,0.140770728015221,0.0336194889600775
295,"020402030502",40.22,58875.90,1017178.00,7877.20,376.50,1132.60,0.00,1684.70,2804.10,963.90,6144.20,0.00,612493.00,0.00,0.00,0.00,412.80,3997.50,73.40,44.20,9.40,0.00,38.60,58.40,20.10,140.80,5648.80,399.00,35437.80,2437.40,135.40,199.30,1710.50,14.30,2.80,1.80,0.00,4.20,6.00,2.10,15.30,1384.90,224.00,417.10,1009.60,0.00,67.6530179342367,1466.67425873716,3.76361375225644,3.3087602124604,105.92052041298,0,12.936170991044,66.8204784021958,57.91051803768,11.4618100740015,0.47433951418582,5.76401608106133,0.0350694725810723,0.388438781914342,0.879086077946331,0,0.296394729182821,1.39164649573419,1.20759561423111,0.262657930799682,0.229011301301439,2.46637886345351,0.00683233593881927,0.0246069816597321,0.16833563194717,0,0.0322502036934676,0.142977379698718,0.126166705964444,0.0285416643553632
408,"020402070303",25.44,21432.70,560217.30,389.20,7.20,726.40,1.30,2895.90,6237.60,2030.50,5633.40,0.00,422578.00,0.00,0.00,0.00,143.00,2916.20,8.10,106.00,13.00,0.30,72.70,128.90,42.00,141.40,3503.00,226.00,22315.90,0.00,313.80,38.60,499.70,0.60,5.60,0.70,0.00,7.80,13.20,4.30,15.10,1124.50,64.00,222.80,0.00,0.00,53.6526420421458,566.913962709447,1.91377870455988,0.0212613368917486,33.9663897351178,2.57740556470222,11.1096522606888,63.484540161059,69.8907852447631,11.3782494108469,0.357972995097531,2.95105934438885,0.0398294129160714,0.313014126461854,0.607878670920335,0.594785899546667,0.278901798871534,1.31190798171741,1.44566017250926,0.285597413053174,0.0966276755997531,0.505673257798199,0.00295032688267196,0.0165365953602489,0.0327319284341719,0,0.0299234392186791,0.134345891068036,0.14800806528071,0.0304987336428778
244,"020402020302",84.14,2551.30,167626.20,1067.70,2502.30,1945.40,0.00,29528.90,61401.60,22179.60,23476.00,0.00,6401525.00,0.00,0.00,0.00,70.80,1706.00,32.40,462.40,49.90,0.00,812.00,1289.20,465.70,645.50,510.10,5201.00,31862.40,151568.80,3178.90,19.90,270.40,2.40,26.00,2.50,0.00,86.00,132.00,47.70,68.40,131.10,1310.00,514.40,16316.90,0.00,10.0362253010146,222.68761760607,1.16694763863649,1.80600989738578,21.4039306137271,0,11.6104588748239,58.8608546717026,64.3454947692188,12.8539020323645,0.278510857724233,2.26638243685029,0.0354117294107167,0.33373255666834,0.549016211383253,0,0.319270023819275,1.23585401427258,1.35104767056328,0.353433027853607,0.0782820066202293,0.359220287763376,0.00262309106746049,0.0187652389130122,0.0275058222135898,0,0.0338143128675587,0.126537953679786,0.13838302316055,0.0374513076765093
242,"020402020204",148.31,8992.80,672292.20,1780.40,6180.90,2523.60,0.00,13924.50,31344.50,9985.40,21331.30,0.00,7315806.00,0.00,0.00,0.00,772.10,13135.00,42.90,1439.70,112.60,0.40,359.20,645.70,205.70,550.30,898.10,6826.00,24863.50,4382.90,1605.40,219.40,1659.40,3.30,79.20,4.00,0.00,38.30,66.10,21.00,58.70,230.90,1382.00,698.30,1397.00,0.00,7.11691766118908,171.562031670016,0.73861813179388,1.24007021740133,18.2470422574273,0,11.0880341904806,60.3576360668884,65.5972511744343,11.4240558788041,0.611041291500321,3.35191645237839,0.0177975274398772,0.288846137616318,0.814161102467234,0.440582147812346,0.286029795053368,1.24337365752811,1.35130836687375,0.294715181451945,0.173633544042443,0.423461755696742,0.00136904057229825,0.0158898479538879,0.028922241650701,0,0.0304981657865924,0.127283566304179,0.137955642704661,0.0314370000930932
89,"020401040107",83.13,2713.00,4460.10,0.00,164.20,131.00,4.20,345.10,47.20,0.00,1681.70,0.00,384600.00,0.00,0.00,0.00,44.90,28.70,1088.80,41.80,8.40,10.90,7.90,0.80,0.00,38.40,913.60,338.00,8889.00,0.00,3.20,16.50,6.80,57.30,2.30,0.30,0.40,0.90,0.10,0.00,4.20,205.90,107.00,232.70,0.00,0.00,65.7560776475186,520.157762856488,0,1.06387630398216,13.6696408492304,0.164565268649275,14.8095681048741,42.5362037251556,0,9.77189768725703,1.0882594494558,3.34712849352732,0.127370562392103,0.270828437919942,0.876526588805614,0.427086054351691,0.339019379972487,0.720952605511111,0,0.223131873217976,0.399917169621842,0.793047866062222,0.00670309811266305,0.0149020432348293,0.0313045210287719,0.0156728827285024,0.0386224610095238,0.0901190756888889,0,0.0244050486332161
108,"020401040505",113.18,363.10,9606.40,8436.20,424.20,2027.60,7.60,2426.00,8892.70,3081.50,5392.20,0.00,1881097.00,0.00,0.00,0.00,7.80,48.90,1581.70,195.30,43.60,6.20,59.80,185.50,64.30,133.00,1427.20,1665.00,74618.00,15.90,442.80,2.80,12.70,91.00,10.70,3.00,0.20,6.40,19.00,6.60,14.30,316.30,520.00,948.90,122.40,0.00,29.9953833507493,924.555220939336,0.796807013443157,0.58632686974274,46.3128989984954,0.627829560632593,11.2748131919067,61.4315048652572,73.2547062131516,10.8667226656351,0.644351391175556,4.7063156129178,0.14939305056341,0.269942568742945,0.995878080654173,0.512176746831852,0.277919962438589,1.28144929577127,1.52856648044967,0.268030509723205,0.231305627601481,1.22229464793571,0.0085950354689703,0.0147894802127471,0.0685237211459293,0.016521830542963,0.029743942468344,0.131253566682772,0.15689795911303,0.0288183179627205
230,"020402010403",28.50,1791.20,120662.20,613.10,186.80,607.50,0.80,9833.70,26862.70,12445.00,9300.10,0.00,2074634.00,0.00,0.00,0.00,27.50,427.90,26.30,45.60,9.80,1.00,266.20,587.70,272.30,251.80,542.70,1240.00,8814.10,0.00,1422.20,9.20,128.80,1.90,2.60,0.70,0.00,28.20,60.30,27.90,26.70,127.90,480.00,192.30,0.00,0.00,45.2967901049315,2322.59466564012,1.71155183991393,0.865716113723838,35.6343623249112,0.264349288687407,11.4779742147888,56.5857599651234,61.1340479010428,12.5654635054608,0.695434193772676,8.23653354097148,0.0734200185772897,0.211331128403678,0.574842388122025,0.330436610859259,0.31071079410362,1.23797872631951,1.33762967002442,0.340209644054906,0.232654348462132,2.4792370181751,0.00530410780596389,0.0120495818826658,0.0410601705801446,0,0.0329152681958005,0.127020788152231,0.137054233542716,0.0360746524871564
404,"020402070204",93.17,12183.60,396687.20,244.60,2721.40,695.40,35.10,1358.90,3532.70,3495.40,2657.80,0.00,1480559.00,0.00,0.00,0.00,375.50,5879.10,12.80,1492.80,15.50,14.50,34.10,89.50,88.50,66.70,9504.70,342.00,44090.10,0.00,199.10,89.90,618.80,0.80,79.70,0.60,0.50,3.60,9.20,9.10,7.10,3049.10,165.00,505.50,0.00,0.00,20.3260223429731,218.248374857225,2.23272914409323,0.653889177200757,45.6527720248071,1.19570361249072,11.2821686054434,52.1130988920761,54.1410060748807,11.6271106488315,0.626450424323385,3.23454858292153,0.116839464613219,0.358685148719516,1.01756969569242,0.493951634789614,0.283112774630672,1.3202712799957,1.37079562786146,0.291793317885868,0.149981073626291,0.340449841491358,0.00730246653832617,0.0191500578462925,0.0393897946719647,0.0170328149927453,0.0298887386706868,0.13571503660291,0.140951866819653,0.0310604581257821
356,"020402050601",19.80,5013.50,0.00,945.80,8.50,0.00,0.00,7441.40,16903.00,6962.10,8704.00,0.00,1461688.00,0.00,0.00,0.00,13.70,0.00,19.40,6.10,0.00,0.50,196.90,362.40,149.30,230.30,205.00,788.00,7992.40,140335.70,866.40,5.40,0.00,1.80,0.30,0.00,0.00,21.00,37.20,15.30,24.50,48.30,323.00,134.40,12028.80,0.00,417.641331565436,0,3.77296112536041,0.436587231964306,0,0,11.9094817373979,61.6940725333659,65.8549445170777,12.1749129148539,1.14125585767358,0,0.0773899829054684,0.31331554293909,0,0.495654916288889,0.315125776613762,1.32271974715091,1.41223814889182,0.32213722935327,0.449838075287395,0,0.00718051387782696,0.015408961128152,0,0,0.0336091483437735,0.135775868085027,0.144723668305725,0.0342699180163053
359,"020402050702",31.90,30438.80,243026.70,1101.40,203.60,1985.80,60.00,8466.50,27971.60,14888.80,7046.00,0.00,825325.00,0.00,0.00,0.00,62.70,1298.80,29.90,122.10,25.50,16.80,231.40,627.20,333.90,192.60,303.90,242.00,15664.00,140.30,1470.00,36.00,336.10,2.50,6.60,2.20,0.60,24.50,64.50,34.30,20.40,71.30,184.00,203.30,12.00,0.00,275.061820709831,725.646859304005,3.81491491824306,0.520316272010404,70.054913364162,1.75453067712881,11.741640595299,58.5236853375529,62.3286057233278,13.8724311426872,0.566591855083197,3.8780518390121,0.103564514304946,0.312036428352015,0.899587214616845,0.491268589596067,0.320913675515526,1.31226155971461,1.39779709923024,0.379198160386256,0.325315897655424,1.00355191183552,0.0086592403265005,0.0168668339649738,0.0776114459669435,0.0175453067712881,0.0339774634837095,0.134950367668355,0.143589219837068,0.0401642911312546
