"gid","huc12","area_sqkm","tss_hay_pas_kg","tss_crop_kg","tss_wooded_kg","tss_wetland_kg","tss_open_land_kg","tss_barren_kg","tss_dev_ld_kg","tss_dev_md_kg","tss_dev_hd_kg","tss_dev_os_kg","tss_farm_animal_kg","tss_streambank_eros_kg","tss_subsurface_kg","tss_pt_source_kg","tss_septic_kg","tn_hay_pas_kg","tn_crop_kg","tn_wooded_kg","tn_wetland_kg","tn_open_land_kg","tn_barren_kg","tn_dev_ld_kg","tn_dev_md_kg","tn_dev_hd_kg","tn_dev_os_kg","tn_farm_animal_kg","tn_streambank_eros_kg","tn_subsurface_kg","tn_pt_source_kg","tn_septic_kg","tp_hay_pas_kg","tp_crop_kg","tp_wooded_kg","tp_wetland_kg","tp_open_land_kg","tp_barren_kg","tp_dev_ld_kg","tp_dev_md_kg","tp_dev_hd_kg","tp_dev_os_kg","tp_farm_animal_kg","tp_streambank_eros_kg","tp_subsurface_kg","tp_pt_source_kg","tp_septic_kg","tss_hay_pas_lb_acre","tss_crop_lb_acre","tss_wooded_lb_acre","tss_wetland_lb_acre","tss_open_land_lb_acre","tss_barren_lb_acre","tss_dev_ld_lb_acre","tss_dev_md_lb_acre","tss_dev_hd_lb_acre","tss_dev_os_lb_acre","tn_hay_pas_lb_acre","tn_crop_lb_acre","tn_wooded_lb_acre","tn_wetland_lb_acre","tn_open_land_lb_acre","tn_barren_lb_acre","tn_dev_ld_lb_acre","tn_dev_md_lb_acre","tn_dev_hd_lb_acre","tn_dev_os_lb_acre","tp_hay_pas_lb_acre","tp_crop_lb_acre","tp_wooded_lb_acre","tp_wetland_lb_acre","tp_open_land_lb_acre","tp_barren_lb_acre","tp_dev_ld_lb_acre","tp_dev_md_lb_acre","tp_dev_hd_lb_acre","tp_dev_os_lb_acre"
325,"020402031005",54.86,72381.60,752464.80,2435.80,164.00,397.20,4.80,17031.10,38503.90,14936.40,26896.30,0.00,3535006.00,0.00,0.00,0.00,443.60,3120.00,116.70,26.40,7.30,4.00,427.70,817.40,317.10,675.40,860.50,2103.00,22375.70,2203.50,1885.70,168.80,927.30,8.30,1.50,0.50,0.10,45.90,83.80,32.50,72.50,227.80,888.00,378.10,128.60,0.00,189.621014211712,1863.88244604865,2.4651684432802,2.75550529733484,57.9041566911608,0.643011783293694,12.7873187075781,61.76261272264,68.4539999228605,12.6777455422765,1.16211691789509,7.72835251784774,0.118107052028409,0.443569145424633,1.06420026144379,0.535843152744745,0.321126422323347,1.3111596393998,1.45327946329364,0.318354172851044,0.44221220861292,2.29695554160263,0.00840007310913278,0.0252027923536723,0.0728904288660131,0.0133960788186186,0.0344627140159964,0.134420330048572,0.148948541649458,0.0341733454718696
181,"020401060204",142.92,5095.90,5405.50,8655.60,586.00,860.10,18.50,1449.10,3503.50,253.80,7846.60,0.00,2307858.00,0.00,0.00,0.00,113.30,96.50,1558.60,231.50,55.60,49.50,32.70,62.80,4.50,177.20,554.50,1798.00,17701.80,0.00,151.50,56.00,21.80,93.60,13.00,2.40,1.70,3.60,6.40,0.50,19.20,136.80,869.00,718.50,0.00,0.00,48.4799978486862,197.004606617617,0.637340032300875,0.563604891714929,12.6690280386352,0.178570904602618,11.9014670951819,60.400939103239,89.8551555386571,11.4119890438744,1.07788295615223,3.51696319278513,0.114764796703191,0.222652785720147,0.818972164804227,0.477797825828627,0.268565298469705,1.08268273888495,1.59317651664286,0.257717286286359,0.532757683535082,0.794505674639542,0.00689207299590576,0.0125031801916281,0.0353513164663695,0.0164092182607811,0.0295668218498757,0.110337094408657,0.177019612960317,0.0279242206359937
465,"020403020107",52.01,840.50,59579.00,2096.40,647.30,185.30,6.40,1059.30,3650.20,772.20,6251.60,0.00,463536.00,0.00,0.00,0.00,20.00,828.80,30.60,661.00,7.30,4.40,23.90,71.30,15.10,141.20,122.50,384.00,19517.70,0.00,181.60,4.70,95.80,2.50,35.10,0.20,0.20,2.60,7.30,1.50,15.30,33.50,68.00,287.70,0.00,0.00,11.9540303340261,147.395179723363,0.955266344755713,0.279013329258021,13.5065964688722,0.428674522195796,10.6284868992879,56.4505327749673,112.571978340671,9.83537938318241,0.284450454111271,2.05040576301588,0.0139434984494967,0.284918601327903,0.532100130721895,0.29471373400961,0.239800657880657,1.10265820690789,2.20129095175359,0.222144022155185,0.0668458567161486,0.237003947993389,0.0011391747099262,0.0151295656680929,0.0145780857732026,0.0133960788186186,0.0260871008573099,0.112894879529139,0.218671286598039,0.0240708465933026
290,"020402030406",80.52,99470.00,1620216.10,7201.40,178.80,135.60,0.00,4970.50,9045.30,3727.50,12337.00,0.00,2131572.00,0.00,0.00,0.00,1001.90,8259.80,193.80,28.70,2.50,0.00,119.00,193.90,79.90,295.30,13902.80,1623.00,100615.10,257.00,441.20,355.60,2090.50,16.40,1.70,0.20,0.00,12.80,19.90,8.20,31.90,3463.40,545.00,1008.40,992.00,0.00,46.6749924484103,1019.38064916909,2.05973012156312,2.14843876442311,40.7338222113778,0,13.0076703348148,62.8800478865061,68.3014307011768,11.9888142383218,0.470128430019727,5.19676374405048,0.0554302909932697,0.344855662969482,0.750992297407407,0,0.311419931564825,1.34793111175898,1.46406017787365,0.286965781354983,0.166860634509447,1.3152660605508,0.0046906954194511,0.0204269904894815,0.0600793837925926,0,0.0334972699498299,0.138338468922144,0.150253985714192,0.030999689892394
410,"020402070401",53.98,33580.10,903158.10,898.60,1231.80,1031.40,0.00,1062.10,2381.40,618.20,3128.80,0.00,455186.00,0.00,0.00,0.00,307.60,6100.10,26.40,260.00,24.10,0.00,25.50,47.70,12.40,75.10,7440.80,186.00,52691.90,0.00,119.40,85.60,960.10,1.80,14.30,1.10,0.00,2.70,4.90,1.30,8.10,2387.10,67.00,517.00,0.00,0.00,32.2748529270361,339.801694588684,1.27092454780196,1.09978875238161,24.4018367856974,0,11.4691739997915,61.7985663691288,72.9556831547122,10.807004195712,0.295643692554707,2.295084678043,0.0373385355686308,0.232135960074054,0.570180595826359,0,0.275363842382716,1.23783976476335,1.46336213380529,0.259398496259899,0.0822727570958482,0.361225356861213,0.00254580924331574,0.012767477804073,0.0260248404734023,0,0.0291561715464052,0.127157543969401,0.153416997898942,0.0279777339508014
127,"020401040903",74.80,35987.90,5087.90,7995.90,218.30,381.10,0.00,361.70,506.80,39.60,4301.70,0.00,675611.00,0.00,0.00,0.00,124.30,45.80,737.20,176.50,11.20,0.00,7.70,9.10,0.70,92.10,139.30,540.00,9327.70,0.00,22.60,50.20,11.00,47.70,9.50,0.70,0.00,0.80,0.90,0.10,10.10,36.80,217.00,244.20,0.00,0.00,951.337576635355,504.368529717248,1.11316662785561,0.366598232173012,29.5147013433899,0,16.9932116797811,66.1047135724234,0,10.5630852286347,3.28586165838447,4.54019903320622,0.10263090309473,0.296402143740433,0.867396103505556,0,0.361757616627909,1.1869630890076,0,0.226157135448138,1.32703342921079,1.09044081583556,0.00664065935650928,0.0159536564619497,0.0542122564690972,0,0.0375852069223802,0.117391953857895,0,0.0248011625192855
72,"020401030302",108.60,135841.30,19699.90,7850.50,594.70,77.30,9.70,954.20,1086.60,250.20,5249.60,0.00,1182369.00,0.00,0.00,0.00,2009.20,695.20,1305.70,243.40,3.70,7.40,21.50,21.40,4.90,118.40,2763.40,1025.00,12201.20,5.50,48.30,906.10,128.40,78.20,13.50,0.20,0.30,2.30,2.20,0.50,12.90,603.70,410.00,505.30,22.80,0.00,82.7307343860341,119.077466895116,0.900091120927568,0.731610768719291,17.0285000129472,0.616391370256695,16.1970520932486,89.0212614941333,59.0537428835619,10.6792121836657,1.22365283259524,4.2021865585858,0.149703710157968,0.29943511199979,0.815076973452839,0.470236715453561,0.364951393842846,1.75322565431111,1.15652813800741,0.240860012676398,0.551837463475287,0.776123064042602,0.0089659417433967,0.0166079458175726,0.0440582147812346,0.0190636506264957,0.0390413118994673,0.180238151377778,0.118013075306878,0.0262423493541008
441,"020403010503",115.67,12.80,6166.70,790.60,125.20,653.10,2.60,2369.10,773.50,170.30,3140.90,0.00,1280169.00,0.00,0.00,0.00,0.70,870.40,18.80,1243.00,39.50,6.00,62.00,15.20,3.30,82.20,693.20,867.00,16426.80,0.00,38.20,0.10,80.00,1.30,65.50,1.10,0.20,6.60,1.50,0.30,8.80,178.20,164.00,565.90,0.00,0.00,0.755283681964021,11.1289101484751,0.111749041626052,0.028635501600927,3.78610790442425,0.0574032419755506,10.4008508607618,106.496966041515,62.5259498103687,12.0402360910423,0.0413045763574074,1.57079205948607,0.0026573260594103,0.284296553434123,0.228986774191943,0.132469019943578,0.272193133834465,2.09276520210864,1.21160090648395,0.315103125436556,0.00590065376534392,0.144374270173352,0.000183751270065606,0.0149810331857885,0.00637684687623132,0.00441563399811928,0.0289753981178624,0.206522881787037,0.110145536953086,0.0337336679299476
104,"020401040501",60.91,5432.80,6502.60,6073.10,128.70,5.40,0.00,136.40,96.80,34.20,1655.40,0.00,253732.00,0.00,0.00,0.00,97.30,113.80,1004.00,177.80,1.50,0.00,2.90,2.00,0.70,35.40,456.20,220.00,7114.30,0.00,6.40,36.50,19.30,58.30,9.50,0.00,0.00,0.30,0.20,0.10,3.90,105.20,68.00,186.20,0.00,0.00,64.1905608871103,266.367409806622,1.03527372132138,0.283577629368215,4.11774853532308,0,19.3163801662298,95.9587917935289,0,10.4790184983988,1.14963583682739,4.66161400608889,0.171150617675762,0.391764588202554,1.14381903758974,0,0.410685502067937,1.98261966515556,0,0.224089195870072,0.431261130978413,0.790590073088889,0.00993832769969811,0.0209323036441184,0,0,0.0424847071104762,0.198261966515556,0,0.024687792765347
106,"020401040503",50.45,1795.10,0.00,2131.00,281.50,2.40,5.70,240.80,303.10,23.30,2278.90,0.00,333828.00,0.00,0.00,0.00,35.10,2.50,719.90,77.40,5.70,5.60,5.20,5.50,0.40,49.50,377.60,299.00,5338.40,0.00,14.30,12.70,0.30,39.80,4.30,0.10,0.20,0.60,0.60,0.00,5.40,86.80,91.00,139.70,0.00,0.00,52.6479372917269,0,0.438619918862017,1.12794550473179,0.355096059430846,0.491344873538551,14.2938567475886,120.18640410173,0,9.44833114789418,1.02943713383077,1.37681921191358,0.148175729511387,0.310134927411156,0.843353141148259,0.482724788037874,0.308671325114039,2.18088163167111,0,0.205227255176077,0.372474404548455,0.16521830542963,0.00819196282060453,0.0172297181895087,0.0147956691429519,0.0172401710013527,0.0356159221285429,0.237914359818667,0,0.0223884278373902
216,"020402010101",67.11,3223.60,167075.10,476.70,1121.90,961.30,15.60,2443.70,7460.80,5109.80,3914.00,0.00,1023276.00,0.00,0.00,0.00,49.10,2085.60,16.10,1099.30,89.10,27.30,62.70,175.50,120.20,100.50,215.20,930.00,17552.80,0.00,410.90,11.80,264.70,1.10,58.40,2.40,0.90,6.70,18.10,12.40,10.70,55.90,172.00,328.90,0.00,0.00,21.1069113361805,174.266823873017,0.359058883967652,0.290857154371161,5.40832089703188,0.0742411588488398,11.4267162163694,51.18314462904,57.8241436359124,11.4894482816388,0.321488195373639,2.17537435482346,0.0121268051853979,0.284998012122486,0.501280965281952,0.12992202798547,0.293184558974654,1.20397837797509,1.36022193922202,0.29501521520304,0.0772619288270659,0.276093973782973,0.000828539484716629,0.0151404383771065,0.0135025175833523,0.00428314377974076,0.0313291315012788,0.124170989409396,0.140322396392288,0.0314095801260948
217,"020402010102",39.89,5268.40,239678.60,794.00,606.30,591.70,0.90,5660.80,20040.10,12118.20,10860.80,0.00,1478008.00,0.00,0.00,0.00,115.60,2042.10,21.60,141.10,12.80,0.20,142.60,460.20,278.30,273.60,226.90,1118.00,9095.80,1908.10,1089.40,31.10,324.70,1.60,7.80,0.70,0.00,15.30,47.30,28.60,29.30,58.40,278.00,189.30,199.30,0.00,12.8162373544853,279.952577870244,1.30595654067821,1.23975072502456,25.9538950414279,1.11522356165,11.2164835104063,52.8771577743996,61.2277819222427,11.0594944321117,0.28121574637053,2.38524073183349,0.0355272812073668,0.288518600199514,0.561449816681219,0.247827458144444,0.282552033031363,1.21426879146205,1.40612398780018,0.278605413655141,0.0756557933574697,0.379260401364445,0.00263165045980495,0.0159492918607811,0.0307042868497542,0,0.0303158913420748,0.124804245623979,0.144502860406343,0.0298360329681858
447,"020403010604",113.12,3963.60,405453.80,2694.80,460.20,800.70,4.80,7348.90,15413.50,4538.20,16545.60,0.00,3350459.00,0.00,0.00,0.00,151.80,6439.80,44.70,811.00,33.40,3.20,182.00,313.90,92.40,409.80,307.50,2876.00,65054.80,0.00,786.80,41.90,891.60,4.00,43.00,1.20,0.10,19.50,32.10,9.50,43.90,83.30,666.00,824.00,0.00,0.00,6.97896208242501,123.416445664637,0.825876997721695,0.16115613429147,12.9273906017105,0.440582147812346,11.117101829133,58.3411764201511,68.0599437549844,10.6532969381001,0.267283894467685,1.96021649517437,0.0136992362320617,0.28400179250409,0.539246716744263,0.293721431874897,0.275321821347712,1.18813347249395,1.38573416838406,0.263859943745371,0.0737759893161792,0.271394923304679,0.00122588243687353,0.0150580481845572,0.019374133535722,0.00917879474609054,0.0294987665729691,0.12150074694825,0.142472668827366,0.0282661091518345
459,"020403020101",80.54,510.80,95161.10,1134.10,337.50,986.40,34.90,19576.00,34496.00,10532.80,23221.80,0.00,3191967.00,0.00,0.00,0.00,19.20,1074.30,32.90,644.30,35.30,26.80,518.40,706.20,215.60,615.00,311.30,2233.00,21864.60,0.00,1759.90,5.30,162.90,2.40,34.10,1.40,0.90,55.10,72.30,22.10,65.40,81.40,615.00,389.10,0.00,0.00,7.03279253445457,181.411796363302,0.723545167413089,0.148802289848337,14.4010017504377,0.374828961613916,11.2017324420126,63.2326626934227,70.3589501656012,11.8166411735304,0.264349288687407,2.04800798680444,0.0209898915509132,0.284069082516395,0.51536431649478,0.287834274247935,0.296637622493835,1.29449519927224,1.44020485110356,0.312948794741201,0.0729714182314198,0.310546868705615,0.00153117749915476,0.0150345424706023,0.0204393779912944,0.00966607637399783,0.0315291917426897,0.132529032720735,0.14762767722351,0.0332794328066253
141,"020401050203",94.16,30563.50,584261.00,3298.70,271.80,203.60,0.00,1456.60,1445.00,62.20,8054.80,0.00,1207386.00,0.00,0.00,0.00,1800.70,8203.00,987.60,464.20,18.80,0.00,31.80,25.40,1.10,175.80,2566.20,1200.00,25203.30,0.00,65.30,716.20,1555.50,55.30,24.70,0.60,0.00,3.50,2.60,0.10,19.20,631.00,363.00,539.60,0.00,0.00,14.431693849667,366.085376456435,0.710429021861069,0.213382444361004,10.7930845942693,0,14.4249940273006,100.170818746496,28.0270325392444,11.5671482535818,0.850267512395353,5.13982337186999,0.212695820168549,0.364430208507646,0.996610954677124,0,0.314921605154579,1.76078809422906,0.495654916288889,0.252458740500034,0.338180481133755,0.974642844684112,0.0119097598778055,0.0193912670188256,0.0318067325960784,0,0.034661182957265,0.180238151377778,0.0450595378444444,0.0275722856518808
28,"020401010502",93.65,92157.00,30596.00,5177.30,88.90,2132.70,0.00,295.80,192.50,36.70,3329.00,0.00,590506.00,0.00,0.00,0.00,2278.60,408.90,862.80,33.30,59.60,0.00,6.40,3.70,0.70,72.30,657.00,531.00,10133.30,0.00,8.10,833.50,68.90,49.60,1.80,3.20,0.00,0.70,0.40,0.10,7.90,151.30,148.00,411.30,0.00,0.00,35.1816306238188,246.385992181557,0.730224289483372,0.660130667536812,26.6603591417229,0,16.5666355071473,79.5113094880093,0,9.55434404357679,0.869872755617408,3.29282364371286,0.121692294625819,0.247270542508165,0.745044968746981,0,0.358439713474451,1.52826932522407,0,0.207503476825053,0.318194918725143,0.554843602474483,0.00699575546295854,0.0133659752707116,0.0400024144293681,0,0.039204343661268,0.16521830542963,0,0.0226732706351026
208,"020401060806",65.91,44530.50,2763055.60,3883.90,201.50,289.40,0.60,3348.30,9328.50,3420.50,8028.00,0.00,1037156.00,0.00,0.00,0.00,660.20,15150.60,156.30,43.90,5.50,3.80,81.90,196.30,72.00,196.30,1235.20,888.00,38772.90,7334.60,436.70,310.90,5078.60,13.30,2.60,0.50,0.10,8.80,20.10,7.40,21.10,282.70,386.00,560.00,4191.40,0.00,52.9489294705586,833.448206012382,2.11094262774759,1.03016467903261,48.6245873810185,0.0734303579687243,13.2927621642778,66.6241626311369,73.7125061376585,11.6570021033168,0.78500989740656,4.57002761363586,0.0849507795558455,0.224437863074597,0.924102386301318,0.46505893380192,0.325143273080176,1.40197492892664,1.55161539012174,0.285036062890022,0.36967521524341,1.53190911505888,0.00722869717269831,0.0132924474713885,0.0840093078455744,0.0122383929947874,0.0349360293419481,0.143554233680211,0.159471581762512,0.0306381096636753
451,"020403010608",57.04,6.70,4163.50,1374.70,599.90,301.20,0.00,1533.00,1750.20,739.70,4458.10,0.00,1097252.00,0.00,0.00,0.00,0.10,31.20,10.70,472.50,48.80,0.30,37.00,37.70,15.90,107.50,339.90,661.00,5382.10,0.00,92.40,0.00,9.70,2.40,25.70,1.40,0.00,4.00,3.90,1.60,11.60,87.40,405.00,140.90,0.00,0.00,9.48825125467302,125.832880729804,0.437607535674728,0.264316977893866,1.3522759129186,0,10.893748912844,62.8619735136821,61.1059902631485,10.3135551099533,0.141615690368254,0.942953255378862,0.00340612543225401,0.208184317477666,0.219093839808857,0.110145536953086,0.262928055952529,1.35407176406457,1.31348552816556,0.248694998838066,0,0.293161749268428,0.000763990751159779,0.0113234644638646,0.00628547901090982,0,0.0284246546975707,0.14007638938599,0.132174644343704,0.0268359254560145
204,"020401060802",57.99,268401.70,927843.40,5046.60,15.40,681.60,10.80,3108.90,6989.80,1570.70,5695.20,0.00,720309.00,0.00,0.00,0.00,1328.00,5312.60,289.80,2.50,18.30,5.90,78.20,137.40,30.90,143.30,1165.20,704.00,30460.90,0.00,315.80,532.20,1671.90,21.70,0.20,1.30,0.20,8.40,14.00,3.20,15.30,279.00,269.00,472.00,0.00,0.00,236.695351205934,938.551311747343,1.45137491690708,1.83929776165033,33.9536071299002,0.58824979076044,12.6983236032182,74.4259663560918,77.0817006945503,12.2572899663416,1.17112308305604,5.37391083321704,0.0833449155708144,0.29858729896921,0.911606529455946,0.321358681989499,0.319408442140841,1.46300720726301,1.51640959537888,0.308412286166729,0.469331103013872,1.6911948051906,0.0062408028567518,0.0238869839175368,0.064758933786488,0.0108935146437118,0.0343098582350776,0.149069147756057,0.15703918139846,0.032928876331828
283,"020402030306",56.14,69376.70,2220769.80,3872.80,35.00,130.10,0.30,7643.50,14109.70,4792.50,14201.90,0.00,1578681.00,0.00,0.00,0.00,451.20,8039.60,40.50,4.60,1.80,0.10,188.50,293.40,99.60,350.20,8075.80,1023.00,68255.60,7504.90,683.20,346.10,6020.20,11.10,0.30,0.30,0.00,20.30,30.10,10.20,37.70,1979.30,969.00,692.60,1671.10,0.00,76.3389997355963,1889.02603280572,1.8058065473223,2.58924210001658,23.8832239293276,0.594785899546667,12.3064425942963,65.9457064814836,76.6266511714355,12.43792129277,0.496480182549776,6.83862581945452,0.0188843124268109,0.340300390287894,0.330436610859259,0.198261966515556,0.303495051877393,1.37128856614012,1.5924912794314,0.306702626882885,0.380832870524108,5.12088849672622,0.00517570044290373,0.0221935037144279,0.0550727684765432,0,0.0326840825098731,0.14068093333612,0.163086456327312,0.0330173873029262
207,"020401060805",39.99,21027.80,1361456.90,3372.60,53.20,13.70,0.80,1424.00,960.20,184.00,5978.00,0.00,359580.00,0.00,0.00,0.00,342.70,7852.40,152.00,12.30,0.60,0.20,32.90,18.50,3.60,138.10,731.50,346.00,19254.80,57.30,41.90,158.20,2485.20,12.40,0.70,0.00,0.00,3.60,1.90,0.40,14.90,167.60,135.00,317.10,44.10,0.00,48.330778802409,891.724883779888,1.88769213559472,0.971228049597381,27.1618894126311,0.495654916288889,15.1787656085027,90.6529239277316,165.819099267556,10.7805169713479,0.787669556281949,5.14315251360009,0.0850765595120672,0.22455084605353,1.18957179909333,0.123913729072222,0.350689177331278,1.7465935145418,3.2442867248,0.249044729632511,0.363610515914223,1.62775235938044,0.00694045617072127,0.0127793164420708,0,0,0.0383732838417204,0.179379874466455,0.360476302755556,0.0268701409958321
178,"020401060201",156.17,3265.90,2250.80,6431.60,525.80,3347.60,2.10,1903.40,5508.00,5022.40,11375.10,0.00,3232023.00,0.00,0.00,0.00,28.60,33.30,1212.20,1012.10,124.20,11.90,42.60,137.20,125.10,254.80,1455.30,2437.00,17157.30,0.00,282.00,13.50,7.60,72.00,53.90,7.10,0.40,4.60,14.20,12.90,27.70,336.20,1162.00,449.10,0.00,0.00,104.100282386359,256.464387490352,0.533541006477701,0.154333553421193,22.7606913274168,0.0839415584037634,11.3053273536761,57.9632118666497,63.1821637454141,11.2841473797213,0.911622547000786,3.79432384193563,0.100559488782304,0.297073011444636,0.844449116640329,0.47566883095466,0.253024558824526,1.44381856719396,1.57376725958731,0.252762679216269,0.430311342115756,0.865971807769093,0.00597284539871797,0.0158208035933859,0.0482736612572169,0.0159888682673835,0.0273219007181413,0.149433117012786,0.16228295482555,0.0274785173245316
376,"020402060302",95.90,6170.20,1022357.00,4712.00,219.80,1222.00,9.90,7072.70,21665.20,10300.70,16117.20,0.00,3255802.00,0.00,0.00,0.00,111.00,6244.60,56.10,256.90,13.80,15.30,174.50,476.10,226.40,397.60,252.20,1781.00,71411.90,97190.80,1127.60,25.80,817.80,4.60,13.60,0.80,0.50,18.70,48.90,23.20,42.70,65.30,385.00,781.80,8784.10,0.00,15.4342163234201,444.408044948353,1.17914170018339,0.19748926058243,26.9795237285088,0.204457652969167,11.7264376197907,57.3482664479682,63.3055498600987,11.1331188304805,0.277656803977122,2.71446322320333,0.0140385928226418,0.230823435139338,0.30467874587023,0.315980009134167,0.28931855792745,1.26024729316497,1.39139830189466,0.274646219380478,0.0645364463298175,0.355489226521424,0.00115111456299737,0.012219535686629,0.0176625359924771,0.0103261440893519,0.0310043382993886,0.129439388018834,0.142581451430902,0.029495456658819
368,"020402060103",41.39,2715.90,143875.10,203.40,3318.40,2279.40,69.80,6334.30,16960.20,15320.10,6367.40,0.00,1186388.00,0.00,0.00,0.00,20.70,1104.60,9.20,427.70,39.80,27.70,170.10,421.60,380.80,171.00,1158.00,760.00,14690.00,155950.20,946.00,7.40,230.20,0.70,25.30,2.90,1.00,18.10,43.50,39.30,18.20,276.80,285.00,232.10,16928.20,0.00,46.5795566487541,331.762738527823,1.80189830157569,2.4432282742321,54.186849697309,1.25806229661689,11.5960366989795,55.3417150180567,57.3525897510378,12.8267958300259,0.355019265300346,2.54710593409028,0.0815017914183696,0.314901378040341,0.946142238287663,0.499259679316444,0.311397603917784,1.37569527786304,1.42556942690943,0.34447059819305,0.126915099672587,0.530820012699243,0.00620122326009334,0.0186275540435367,0.0689400123375433,0.0180238151377778,0.0331351947731446,0.141941993802282,0.147124155665811,0.0366629525562194
381,"020402060404",85.83,41406.20,1904317.90,2939.30,186.30,528.90,24.60,2050.40,3349.10,1553.50,9953.00,0.00,1285920.00,0.00,0.00,0.00,357.50,12065.10,86.40,491.30,9.40,5.40,46.90,73.30,34.00,227.90,2040.30,947.00,76089.10,2938.80,175.20,83.40,1658.80,5.70,25.90,0.50,0.20,5.10,7.50,3.50,24.70,489.80,181.00,791.00,251.90,0.00,42.9580043848058,513.44114521823,1.33438220869017,0.135635298038514,33.8260497064766,0.650299250171022,12.9794487912993,54.6951525582576,58.5551264224174,10.1507271230932,0.37089823667876,3.25298562869806,0.0392238365702143,0.357689865412355,0.60118144685362,0.1427486158912,0.29688653351148,1.19708419650661,1.28154122842755,0.23242748029267,0.0865256305986255,0.447244744004139,0.00258768366261831,0.0188564370327295,0.031977736534767,0.00528698577374815,0.032284036693146,0.122484740433828,0.131923361749894,0.025190692247604
306,"020402030610",66.72,118441.00,3142214.20,6107.20,327.70,2460.30,17.50,1990.30,3444.90,759.80,9282.50,0.00,1735062.00,0.00,0.00,0.00,759.90,11919.10,114.00,55.30,23.00,52.50,44.70,67.60,14.90,208.30,9539.10,1131.00,61807.20,231.00,164.00,420.30,5901.10,15.30,3.40,4.40,1.80,4.90,6.90,1.50,22.70,2336.60,720.00,699.50,263.90,0.00,72.0405742301783,1575.5730058298,2.42786630153954,2.5781923185376,83.5246431880516,0.170915488375479,12.4558330794164,67.2236858710076,59.7775564121108,11.2012580899613,0.462201706820379,5.97649014945766,0.0453197469176559,0.435074870964691,0.780826237989345,0.512746465126437,0.279744630784259,1.31914458035941,1.17226321471499,0.251357076233659,0.255643344356633,2.95893700203577,0.00608238708631697,0.0267496304028924,0.149375454224049,0.017579878804335,0.0306655188108025,0.134646414267454,0.118013075306878,0.0273922497863853
319,"020402030901",71.21,75303.40,291763.00,4103.60,484.20,1103.50,0.70,16609.10,40086.70,14069.30,36821.00,0.00,6831398.00,0.00,0.00,0.00,494.60,1307.10,233.10,67.20,23.40,0.40,401.60,837.70,294.00,890.20,1120.20,4303.00,14228.00,4637.00,1946.20,196.10,396.20,16.20,4.00,1.60,0.00,43.30,85.90,30.10,96.00,296.70,1864.00,396.40,26242.80,0.00,174.047565508364,1669.90491156114,2.07357479302996,2.8086145168763,47.5613217499816,1.15652813800741,12.6905843535283,62.8970241620696,71.6334639316206,12.0704429052071,1.14316121052219,7.48118407715019,0.117786890597349,0.389795323283948,1.00855000357913,0.660873221718518,0.306852188040108,1.31437202714531,1.49689312161205,0.291820110106064,0.453242849541856,2.26764985951106,0.0081859615086961,0.0232021025764255,0.0689606840054106,0,0.0330844117085076,0.134779225416953,0.153253343403139,0.0314701534151675
202,"020401060703",101.05,201711.30,910417.00,3914.30,95.40,998.80,0.40,39373.80,92955.10,33067.40,38114.60,0.00,6503630.00,0.00,0.00,0.00,625.50,3224.80,141.50,16.10,8.60,0.20,1041.90,1946.50,692.40,1008.50,2183.10,3877.00,62029.70,14.50,4515.20,362.70,1526.90,12.80,1.00,1.60,0.00,111.10,199.50,71.00,107.60,521.60,2409.00,806.90,1.20,0.00,416.146503708732,1674.40690880513,1.60123966395378,2.02507404770707,43.8106310079064,0.566462761473016,12.7608575819632,64.4341686722961,71.4473381817402,13.7389104922617,1.29045640016108,5.93093867921488,0.0578840182023503,0.341757779539662,0.377224095582694,0.283231380736508,0.337674735856013,1.34926549829567,1.49603951193734,0.363527132160536,0.748279034913548,2.80822074835438,0.00523615146989459,0.0212271912757554,0.0701812270851524,0,0.0360069710659401,0.138288449478545,0.153406709051923,0.0387858397823239
69,"020401030202",75.10,85851.80,4553.40,4431.10,159.70,1534.90,0.00,202.60,129.40,30.40,2650.70,0.00,485639.00,0.00,0.00,0.00,1457.90,186.20,804.70,129.10,45.50,0.50,4.40,2.60,0.60,57.10,1772.20,415.00,7742.40,0.00,6.40,580.20,28.90,46.60,6.90,2.50,0.00,0.50,0.30,0.10,6.20,386.90,138.00,314.20,0.00,0.00,54.6881721401496,81.1839962528715,0.766662535847001,0.304270959566925,29.4305892074203,0,22.5662215820514,34.669051982585,0,9.52742919947032,0.928692073586391,3.31981818032342,0.139228034256975,0.245969823920413,0.872429349754137,0.413045763574074,0.490085759926092,0.696596098568168,0,0.205234921828104,0.369591289591072,0.515267161178018,0.00806266483953651,0.0131463345085271,0.0479356785579196,0,0.055691563627965,0.0803764729117117,0,0.0222847025452582
