"comid","nord","huc08"
2619256,73297,"02040101"
1752159,74523,"02040102"
2741462,72447,"02040103"
4154510,70222,"02040104"
4481949,68818,"02040105"
4188251,74985,"02040106"
4485575,68274,"02040201"
24903452,65081,"02040202"
4784841,65459,"02040203"
24903800,63468,"02040204"
24903566,63768,"02040205"
24903666,63485,"02040206"
25039920,77563,"02040207"
9455643,106890,"02040301"
9436873,114472,"02040302"
8415649,118352,"02040303"
9891532,113508,"02040304"
